,movieId,title,genres,average_rating
16141,85319,Mandabi (The Money Order) (1968),Drama,3.86
16142,85323,In the City (En la ciudad) (2003),Drama,1.67
16143,85325,"County Teacher, The (Venkovský ucitel) (2008)",Drama,3.55
16144,85327,Trapped Ashes (2006),Horror,2.82
16145,85332,Closing the Ring (2007),Drama|Romance,3.0
16146,85334,Hard Ticket to Hawaii (1987),Action|Comedy,2.66
16147,85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama,3.99
16148,85354,Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),Action|Crime,3.7
16149,85358,"Last Lovecraft: Relic of Cthulhu, The (2009)",Comedy|Horror,2.43
16150,85362,Herb & Dorothy (2008),Documentary,3.74
16151,85365,"Wildest Dream, The (2010)",Documentary,3.54
16152,85367,Just Go with It (2011),Comedy|Romance,3.27
16153,85369,For Love of Ivy (1968),Comedy|Drama|Romance,3.13
16154,85372,Potiche (2010),Comedy,3.13
16155,85374,Emma (1932),Comedy|Drama|Romance,3.88
16156,85378,Mother Carey's Chickens (1938),Drama|Romance,3.5
16157,85387,Chang: A Drama of the Wilderness (1927),Adventure|Documentary,3.63
16158,85389,Mannequin (1937),Drama,3.19
16159,85392,Just Buried (2008),Comedy|Drama|Romance,3.13
16160,85394,Cave of Forgotten Dreams (2010),Documentary,3.68
16161,85397,Red Riding Hood (2011),Fantasy|Horror|Mystery|Thriller,2.69
16162,85399,"Big Mommas: Like Father, Like Son (2011)",Comedy,2.19
16163,85401,Super (2010),Action|Comedy|Drama,3.3
16164,85403,"Little Night Music, A (1977)",Comedy|Musical|Romance,2.67
16165,85412,"Troll Hunter, The (Trolljegeren) (2010)",Fantasy|Horror,3.47
16166,85414,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,3.75
16167,85438,Jane Eyre (2011),Drama|Romance,3.74
16168,85440,Smilin' Through (1932),Drama|Romance,3.09
16169,85442,Children of the Decree (Das Experiment 770 - Gebären auf Befehl) (2005),Documentary,3.75
16170,85450,Casanova Brown (1944),Comedy,2.25
16171,85453,Kind Lady (1951),Drama|Thriller,3.0
16172,85476,Wild Is the Wind (1957),Drama,3.5
16173,85503,Streetballers (2009),Drama,3.25
16174,85505,X Games 3D: The Movie (2009),Documentary,1.0
16175,85510,Sucker Punch (2011),Action|Fantasy|Thriller|IMAX,2.91
16176,85527,Putty Hill (2010),Drama,2.96
16177,85538,That Evening Sun (2009),Drama,3.6
16178,85540,Essential Killing (2010),Thriller|War,2.92
16179,85542,Map of the Sounds of Tokyo (2009),Drama|Thriller,3.1
16180,85544,Bye Bye Brazil (Bye Bye Brasil) (1980),Drama,3.5
16181,85547,"Hugh Hefner: Playboy, Activist and Rebel (2009)",Documentary,3.76
16182,85549,"Mourning Forest, The (Mogari no mori) (2007)",Drama,3.35
16183,85552,Journey to the Sun (Günese yolculuk) (1999),Drama,3.06
16184,85555,"Kings of Mykonos, The (2010)",Comedy,2.5
16185,85565,Chalet Girl (2011),Comedy|Romance,3.47
16186,85567,"Letzte schöne Herbsttag, Der (2010)",Comedy|Drama|Romance,3.9
16187,85570,"Die Is Cast, The (La suerte está echada) (2005)",Comedy,3.44
16188,85576,Alibi (1929),Crime|Drama,2.75
16189,85585,Winnie the Pooh and a Day for Eeyore (1983),Animation|Children,3.56
16190,85609,The Good Shepherd (2004),Drama|Thriller,1.5
16191,85616,Games (1967),Thriller,2.63
16192,85618,Noah's Ark (1928),Drama|War,3.0
16193,85624,Bohemian Eyes (Boheemi elää - Matti Pellonpää) (2011),Documentary,3.58
16194,85626,Beyond Enemy Lines (Framom främsta linjen) (2004),Drama|War,3.38
16195,85689,Otaku (1994),Documentary,2.25
16196,85691,Reconstruction (Anaparastasi) (1970),Crime|Drama,3.1
16197,85694,Diamond Girl (1998),Drama|Romance,0.5
16198,85728,"Second Civil War, The (1997)",Comedy|Drama,2.57
16199,85734,Don't You Forget About Me (2009),Documentary,3.13
16200,85738,Twilight of a Woman's Soul (Sumerki zhenskoi dushi) (1913),Drama,3.13
16201,85740,"Dying Swan, The (Umirayushchii lebed) (1917)",Drama,3.29
16202,85744,Sube y Baja (1959),Comedy,2.5
16203,85746,Scipio Africanus: The Defeat of Hannibal (Scipione l'africano) (1937),Drama|War,3.0
16204,85763,Beneath Hill 60 (2010),Drama|War,3.79
16205,85770,Formosa Betrayed (2009),Thriller,3.5
16206,85772,What No One Knows (Det som ingen ved) (2008),Drama|Thriller,1.5
16207,85774,Senna (2010),Documentary,3.96
16208,85777,Death Note 2: The Last Name (2006),Adventure|Crime|Drama,3.46
16209,85783,Kapitalism: Our Improved Formula (Kapitalism - Reteta noastra secreta) (2010),Documentary,3.83
16210,85788,Insidious (2010),Fantasy|Horror|Thriller,3.43
16211,85790,Meek's Cutoff (2010),Western,3.28
16212,85792,"Arise, My Love (1940)",Comedy|Drama|Romance,3.14
16213,85794,"Green Years, The (1946)",Drama,2.92
16214,85796,Hobo with a Shotgun (2011),Action|Adventure|Crime|Thriller,2.95
16215,85861,"Criminal Code, The (1931)",Crime|Drama|Romance,3.25
16216,85863,Night People (1954),Adventure,2.7
16217,85874,L: Change the World (2008),Crime|Drama|Horror|Thriller,3.2
16218,85881,Win Win (2011),Comedy|Drama,3.67
16219,85883,"Jericho Mile, The (1979)",Crime|Drama,3.33
16220,85885,Room in Rome (Habitación en Roma) (2010),Drama|Romance,3.04
16221,85889,Stand by for Action (1942),Action|Drama|War,3.25
16222,85892,Wild Rovers (1971),Western,2.75
16223,85894,Johnny in the Clouds (1945),Drama|Romance|War,2.75
16224,85896,Tribute to a Bad Man (1956),Western,3.07
16225,85910,"Time That Remains, The (2009)",Drama,3.63
16226,85966,Eila (2003),Drama,2.88
16227,85981,Happy Here and Now (2002),Drama,3.14
16228,85983,Bye Bye Braverman (1968),Comedy|Drama,2.58
16229,85985,Artois the Goat (2009),Comedy,2.5
16230,85987,River of Grass (1994),Drama,3.43
16231,85994,Sex Galaxy (2008),Comedy|Sci-Fi,2.67
16232,85997,Skeleton Man (2004),Action|Horror,1.55
16233,86000,Boy (2010),Comedy|Drama,3.83
16234,86002,"Necessities of Life, The (Ce qu'il faut pour vivre) (2008)",Drama,3.7
16235,86014,Diary of a Wimpy Kid: Rodrick Rules (2011),Comedy,3.26
16236,86023,Female Vampire (Les avaleuses) (Erotic Kill) (1973),Horror,2.0
16237,86028,Henry's Crime (2010),Comedy|Crime,2.9
16238,86033,Flodder in Amerika! (1992),Comedy,2.63
16239,86057,Outrageous Class (Hababam sinifi) (1975),Comedy|Drama,3.67
16240,86059,Hop (2011),Animation|Children|Comedy,2.7
16241,86061,"Question of Silence, A (De stilte rond Christine M.) (1982)",Drama,2.8
16242,86064,Delta (2008),Drama,2.75
16243,86066,Playing the Victim (Izobrazhaya zhertvu) (2006),Comedy,3.81
16244,86070,And Along Come Tourists (Am Ende kommen Touristen) (2007),Drama,3.14
16245,86077,Film ist. (2000),Documentary,4.5
16246,86079,Conflagration (Enjô) (1958),Drama,3.4
16247,86081,Ana and the Others (Ana y los otros) (2003),Drama,3.5
16248,86083,"Crazy Class Wakes Up, The (Hababam sinifi uyaniyor) (1977)",Comedy,3.57
16249,86085,Berta's Motives (Los motivos de Berta: Fantasía de Pubertad) (1985),Drama,3.75
16250,86087,"Dunce Class on Vacation, The (Hababam sinifi tatilde) (1978)",Comedy,3.93
16251,86089,"Girl with the Red Scarf, The (Selvi boylum, al yazmalim) (1978)",Drama|Romance,3.78
16252,86091,"Nutcracker, The (1993)",Children|Fantasy|Musical,2.87
16253,86094,24 City (Er shi si cheng ji) (2008),Drama,3.19
16254,86096,"Arbor, The (2010)",Documentary,3.35
16255,86137,Leap Year (Año bisiesto) (2010),Drama,3.04
16256,86139,"Traveler, The (Mossafer) (1974)",Drama,3.85
16257,86142,13 Assassins (Jûsan-nin no shikaku) (2010),Action,3.7
16258,86145,On Tour (Tournée) (2010),Comedy|Drama,3.09
16259,86148,Life Is Hot in Cracktown (2009),Drama,3.5
16260,86151,"Koko, a Talking Gorilla (1978)",Documentary,3.71
16261,86153,"Captive, The (La captive) (2000)",Drama|Romance,3.08
16262,86166,Crisis (Kris) (1946),Drama,2.98
16263,86168,Port of Call (Hamnstad) (1948),Drama,3.05
16264,86170,Harry + Max (2004),Drama,2.67
16265,86173,"White Hell of Pitz Palu, The (Die weiße Hölle vom Piz Palü) (1929) ",Action|Adventure|Drama,4.0
16266,86181,Late Chrysanthemums (Bangiku) (1954),Drama,3.67
16267,86190,Hanna (2011),Action|Adventure|Mystery|Thriller,3.48
16268,86204,I Became a Criminal (They Made Me a Fugitive) (1947),Crime|Drama|Film-Noir,3.15
16269,86206,Dark City (1950),Crime|Drama|Film-Noir|Mystery,3.6
16270,86229,Castle of Purity (El castillo de la pureza) (1973),Drama,3.75
16271,86231,Warrendale (1967),Documentary,3.28
16272,86233,New Kids Turbo (2010),Action|Comedy,3.17
16273,86237,Connections (1978),Documentary,3.67
16274,86244,Easy Money (Snabba Cash) (2010),Action|Thriller,3.2
16275,86246,To Joy (Till glädje) (1950),Drama,3.25
16276,86263,Grown Up Movie Star (2009),Drama,2.93
16277,86277,Beyond (Svinalängorna) (2010),Drama,3.7
16278,86279,Into Eternity (2010),Documentary,3.58
16279,86286,Daffy Duck's Quackbusters (1988),Animation|Children|Comedy|Horror,3.11
16280,86288,"Day the Universe Changed, The (1985)",Documentary,3.82
16281,86290,American: The Bill Hicks Story (2009),Comedy|Documentary,3.71
16282,86293,Arthur (2011),Comedy,2.86
16283,86295,Scream 4 (2011),Comedy|Horror|Mystery|Thriller,2.91
16284,86298,Rio (2011),Adventure|Animation|Children|Comedy,3.2
16285,86300,"Princess of Montpensier, The (La princesse de Montpensier) (2010)",Action|Drama|Romance,3.23
16286,86308,Dear Heart (1964),Comedy,3.0
16287,86310,"Mudlark, The (1950)",Drama,3.0
16288,86312,"Mouse on the Moon, The (1963)",Comedy,3.0
16289,86314,"Happy Time, The (1952)",Comedy,3.5
16290,86316,Gold Diggers of 1937 (1936),Comedy|Musical|Romance,3.07
16291,86318,"Goddess, The (1958)",Drama,3.21
16292,86320,Melancholia (2011),Drama|Sci-Fi,3.63
16293,86330,Forever Strong (2008),Drama,3.69
16294,86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX,3.37
16295,86334,War of the Wildcats (In Old Oklahoma) (1943),Western,2.5
16296,86337,Jolson Sings Again (1949),Musical,3.17
16297,86343,Spooner (2009),Comedy|Drama,2.63
16298,86345,Louis C.K.: Hilarious (2010),Comedy,4.0
16299,86347,Louis C.K.: Chewed Up (2008),Comedy,3.97
16300,86355,Atlas Shrugged: Part 1 (2011),Drama|Mystery|Sci-Fi,2.78
16301,86368,Confessions of a Nazi Spy (1939),Drama,2.9
16302,86372,"Journey, The (1959)",Drama|Romance,3.25
16303,86377,Louis C.K.: Shameless (2007),Comedy,3.99
16304,86380,Pushover (1954),Crime|Drama|Film-Noir,3.17
16305,86382,Saint Jack (1979),Drama,3.57
16306,86399,Movie Days (Bíódagar) (1994),Comedy|Drama,3.0
16307,86401,Children of Nature (Börn náttúrunnar) (1991),Drama|Mystery,4.0
16308,86408,Welcome to the South (Benvenuti al Sud) (2010),Comedy,3.17
16309,86410,"Resident, The (2011)",Drama|Horror|Thriller,2.5
16310,86412,That's What I Am (2011),Children|Comedy,3.45
16311,86416,Kobe Doin' Work (2009),Documentary,3.19
16312,86418,City Streets (1931),Crime|Film-Noir,3.2
16313,86420,Two Drifters (Odete) (2005),Drama,2.78
16314,86430,Women Without Men (Zanan-e bedun-e mardan) (2009),Drama,3.39
16315,86432,Outside the Law (Hors-la-loi) (2010),Crime|Drama|War,3.36
16316,86434,Wrong Rosary (Uzak ihtimal) (2009),Drama,3.25
16317,86436,"Crimson Kimono, The (1959)",Crime|Mystery|Thriller,3.25
16318,86438,Laaga Chunari Mein Daag: Journey of a Woman (2007),Drama,2.5
16319,86440,Outsider (1997),Drama,3.88
16320,86442,Crazy Love (a.k.a. Love Is a Dog from Hell) (1987),Drama,3.25
16321,86449,Abominable (2006),Horror,2.36
16322,86451,Love Torn in Dream (Combat d'amour en songe) (2000),Drama|Fantasy,3.25
16323,86453,Pleasures of the Flesh (Etsuraku) (1965),Comedy|Drama,3.2
16324,86455,"Sing a Song of Sex (Treatise on Japanese Bawdy Songs, A) (Nihon shunka-kô) (1967)",Thriller,3.0
16325,86463,"Silent Night, Deadly Night III: Better Watch Out! (1989)",Horror,1.44
16326,86471,"Perils of Pauline, The (1914)",Action,2.58
16327,86474,"Good Lawyer's Wife, A (Baramnan gajok) (2003)",Drama,2.79
16328,86476,Larks on a String (Skrivánci na niti) (1990),Comedy|Drama|Romance,3.17
16329,86478,Rabbit Without Ears 2 (Zweiohrküken) (2009),Comedy|Romance,2.65
16330,86487,Mildred Pierce (2011),Drama,3.64
16331,86489,Nothing About Robert (Rien sur Robert) (1999),Comedy|Drama,2.78
16332,86491,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),Documentary,3.2
16333,86493,"Age of the Earth, The (A Idade da Terra) (1980)",(no genres listed),2.0
16334,86495,Blind Mountain (Mang shan) (2007),Drama,3.19
16335,86497,15 (2005),Action|Drama,2.25
16336,86500,Service (Serbis) (2008),Drama,2.67
16337,86502,Flow: For Love of Water (2008),Documentary,3.15
16338,86508,Japanese Summer: Double Suicide (Muri shinjû: Nihon no natsu) (1967),Crime|Drama,2.5
16339,86510,"No Blood Relation (Stepchild, The) (Nasanunaka) (1932)",Drama,3.25
16340,86518,"Student of Prague, The (a.k.a. Bargain with Satan, A) (Student von Prag, Der) (1913)",Drama|Horror,3.08
16341,86521,Ito: A Diary of an Urban Priest (Seitti - kilvoittelijan päiväkirja) (2009),Documentary,3.0
16342,86536,High School (1968),Documentary,3.86
16343,86539,White Lightnin' (2009),Drama,3.27
16344,86541,To the Sea (Alamar) (2009),Drama,3.64
16345,86548,Water for Elephants (2011),Drama|Romance,3.38
16346,86550,Love & Savagery (2009),Drama|Romance,2.75
16347,86553,Yolanda and the Thief (1945),Fantasy|Musical|Romance,3.33
16348,86559,Raw Meat (Death Line) (1973),Horror,3.0
16349,86572,"Horseman, The (2008)",Crime|Thriller,2.87
16350,86574,Foo Fighters: Back and Forth (2011),Documentary|Musical,3.49
16351,86583,Storm (2009),Drama,3.75
16352,86590,Day and Night (Dag och natt) (2004),Drama,3.25
16353,86593,African Cats (2011),Adventure|Documentary,3.49
16354,86604,My Dog Tulip (2009),Animation|Drama,3.16
16355,86620,Ali Baba Goes to Town (1937),Comedy|Fantasy|Musical,3.0
16356,86622,"Bachelor Party, The (1957)",Drama,3.38
16357,86624,"Woman, a Gun and a Noodle Shop, A (San qiang pai an jing qi) (2009)",Comedy|Drama,2.9
16358,86626,Socialism (Film socialisme) (2010),Drama,2.94
16359,86628,Kill the Irishman (2011),Action|Crime,3.47
16360,86635,Vice (2008),Crime|Film-Noir|Mystery|Thriller,2.13
16361,86642,Cold Weather (2010),Drama,3.16
16362,86644,"Fast Five (Fast and the Furious 5, The) (2011)",Action|Crime|Drama|Thriller|IMAX,3.46
16363,86646,Shirin (2008),Drama,3.52
16364,86648,They Won't Forget (1937),Drama|Mystery,2.78
16365,86651,Here Comes the Navy (1934),Comedy|Drama|Romance,3.0
16366,86653,"Sky's the Limit, The (1943)",Comedy|Musical|Romance,2.75
16367,86655,"Emperor Jones, The (1933)",Drama,3.15
16368,86657,Babylon (1981),Drama,3.75
16369,86664,Once Upon a Time (Der var engang) (1922),Romance,3.25
16370,86668,Louis Theroux: Law & Disorder (2008),Documentary,3.85
16371,86671,"Woman on the Beach, The (1947)",Drama|Film-Noir|Romance,2.92
16372,86675,"House of Rothschild, The (1934)",Drama|War,3.25
16373,86687,"Day They Robbed the Bank of England, The (1960)",Crime|Drama,3.1
16374,86689,Reunion in France (1942),Drama|Romance|War,2.83
16375,86709,Cooking Up Dreams (De ollas y sueños) (2009),Documentary,3.0
16376,86715,Daughters of Darkness (Les lèvres rouges) (1971),Horror,3.36
16377,86717,Kosmos (2010),Drama,3.14
16378,86719,"Mother Dao, the Turtlelike (Moeder Dao, de schildpadgelijkende) (1995)",Documentary,3.3
16379,86721,Idiots and Angels (2008),Animation|Drama|Fantasy,3.42
16380,86723,"Parking Lot Movie, The (2010)",Documentary,3.69
16381,86725,We Are What We Are (Somos lo que hay) (2010),Drama|Horror,3.2
16382,86728,"Gentle Woman, A (Une femme douce) (1969)",Drama,3.5
16383,86748,Ghosts (Gespenster) (2005),Drama,3.23
16384,86750,"Robber, The (Der Räuber) (2010)",Crime|Drama,3.5
16385,86753,I Just Didn't Do It (Soredemo boku wa yattenai) (2006),Drama,3.54
16386,86756,"Idiot Returns, The (Návrat idiota) (1999)",Comedy|Drama|Romance,3.08
16387,86758,"Bastards, The (Los bastardos) (2008)",Crime|Drama|Thriller,2.05
16388,86760,Truly Human (Et rigtigt menneske) (2001),Drama,2.93
16389,86762,Attenberg (2010),Drama,3.4
16390,86764,"Asthenic Syndrome, The (Astenicheskiy sindrom) (1990)",Drama,3.65
16391,86766,My Dear Enemy (Meotjin haru) (2008),Drama|Romance,3.8
16392,86768,Night and Day (Bam gua nat) (2008),Drama,3.85
16393,86770,Porto of My Childhood (Porto da Minha Infância) (2001),Drama,3.36
16394,86773,Everybody's Woman (1934),Drama,4.0
16395,86781,Incendies (2010),Drama|Mystery|War,4.02
16396,86785,Blue Smoke (2007),Drama|Romance|Thriller,2.25
16397,86787,Montana Sky (2007),Drama|Romance|Thriller,2.93
16398,86789,Bird of Paradise (1932),Adventure|Drama|Romance,2.5
16399,86791,Invitation to the Dance (1956),Animation|Fantasy|Musical,2.88
16400,86795,"Leaning Tower, The (Kalteva torni) (2006)",Comedy,2.72
16401,86802,Strange Behavior (1981),Horror|Mystery|Thriller,2.44
16402,86815,Soul Surfer (2011),Action|Drama,3.38
16403,86817,Something Borrowed (2011),Comedy|Drama|Romance,3.17
16404,86826,June 9 (2008) ,Horror|Mystery|Thriller,2.7
16405,86833,Bridesmaids (2011),Comedy,3.5
16406,86835,Priest (2011),Action|Horror|Sci-Fi|Thriller,2.83
16407,86837,"19th Wife, The (2010)",Drama,2.83
16408,86839,PoliWood (2009),Documentary,3.88
16409,86841,"Storm Warriors, The (Fung wan II) (2009)",Action|Adventure|Fantasy,2.42
16410,86844,Same Same But Different (2009),Drama|Romance,3.68
16411,86846,Eye of the Dolphin (2006),Children|Drama,2.5
16412,86848,Intimate Enemies (L'ennemi intime) (2007),Drama|War,3.5
16413,86852,"Beaver, The (2011)",Drama,3.19
16414,86854,King Lear (1987),Comedy|Drama|Sci-Fi,2.58
16415,86856,To the Shores of Tripoli (1942),Drama|Romance|War,3.1
16416,86858,"Racket, The (1928)",Crime|Film-Noir,4.17
16417,86860,Black Fury (1935),Crime|Drama|Romance,3.08
16418,86862,Kitty (1945),Drama,3.6
16419,86864,Mothra (Mosura) (1961),Adventure|Fantasy|Sci-Fi,3.15
16420,86866,Godzilla Raids Again (Gojira no gyakushû) (1955),Action|Drama|Horror|Romance|Sci-Fi,2.83
16421,86880,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX,3.25
16422,86882,Midnight in Paris (2011),Comedy|Fantasy|Romance,3.78
16423,86884,"Kid With a Bike, The (Le gamin au vélo) (2011)",Drama,3.7
16424,86892,The Man from Nowhere (2010),Action|Crime|Thriller,3.84
16425,86894,Born to Be Bad (1950),Drama|Film-Noir,3.0
16426,86896,Jewel Robbery (1932),Comedy|Crime|Romance,2.95
16427,86898,"Tree of Life, The (2011)",Drama,3.37
16428,86900,Paper Lion (1968),Comedy,2.68
16429,86902,All I Desire (1953),Drama|Romance,3.31
16430,86904,Jeopardy (a.k.a. A Woman in Jeopardy) (1953),Film-Noir|Thriller,3.05
16431,86906,"Village Barbershop, The (2008)",Comedy|Drama,3.07
16432,86911,"Hangover Part II, The (2011)",Comedy,2.98
16433,86922,Nothing to Declare (Rien à déclarer) (2010),Comedy,3.41
16434,86927,No Time for Love (1943),Comedy|Romance,3.0
16435,86929,"Sin of Madelon Claudet, The (1931)",Drama,2.5
16436,86931,This Above All (1942),Drama|Romance|War,2.5
16437,86941,Double Take (2009),Documentary,2.5
16438,86943,Fly Away (2011),Drama,3.13
16439,86947,Van Diemen's Land (2009),Drama,2.66
16440,86949,One Hundred Mornings (2009),Drama,4.0
16441,86952,Son of Babylon (Syn Babilonu) (2009),Drama,3.17
16442,86970,Daayen Ya Baayen (2010),Comedy|Drama,2.0
16443,86973,John Rabe (2009),Drama|War,3.61
16444,86975,As Seen Through These Eyes (2008),Documentary,5.0
16445,86977,Oh My God (2009),Documentary,3.0
16446,86982,Destroy All Monsters (Kaijû sôshingeki) (1968),Action|Sci-Fi|Thriller,3.09
16447,86985,Stonewall Uprising (2010),Documentary,3.68
16448,86988,Ballou (2008),Documentary|Musical,4.0
16449,86990,"Clairvoyant, The (1935)",Drama|Thriller,2.83
16450,87000,"Virginity Hit, The (2010)",Comedy,2.28
16451,87002,Through and Through (Na wylot) (1973),Crime,4.0
16452,87004,Pina (2011),Documentary|Musical,3.81
16453,87006,Eyes of a Stranger (1981),Horror|Thriller,2.55
16454,87008,Outcast of the Islands (1952),Adventure|Drama,3.83
16455,87010,"Moon in the Gutter, The (La lune dans le caniveau) (1983)",Drama,2.43
16456,87012,Under Our Skin (2008),Documentary,3.21
16457,87016,Belle toujours (2006),Drama,2.75
16458,87028,"Roommate, The (2011)",Drama|Thriller,2.55
16459,87031,Strip Nude for Your Killer (Nude per l'assassino) (1975),Horror|Mystery|Thriller,2.74
16460,87033,Ballad of the Paper Balloons (a.k.a. Humanity and Paper Balloons) (Ninjô kami fûsen) (1937),Drama,3.75
16461,87036,Comedy of Innocence (Comédie de l'innocence) (2000),Drama|Thriller,3.0
16462,87038,Hollow Triumph (a.k.a. The Scar) (1948),Crime|Drama|Film-Noir,3.0
16463,87040,"Housemaid, The (Hanyo) (1960)",Crime|Drama|Horror,3.41
16464,87042,Wanda (1970),Crime|Drama,3.46
16465,87047,"Strange Case of Angelica, The (O Estranho Caso de Angélica) (2010)",Drama,3.33
16466,87049,Frownland (2007),Comedy|Drama,3.35
16467,87051,"King of Escape, The (Le roi de l'évasion) (2009)",Adventure|Comedy,3.7
16468,87053,Zoo in Budapest (1933),Drama|Romance,3.0
16469,87055,Tomorrow We Move (Demain on déménage) (2004),Comedy,3.57
16470,87057,Dealer (2004),Drama,3.59
16471,87059,No Rest for the Brave (Pas de repos pour les braves) (2003),Comedy|Drama|Romance,3.1
16472,87061,Trails (Veredas) (1978),(no genres listed),4.0
16473,87063,Bis zum Ellenbogen (2007),Comedy,3.8
16474,87069,Ossos (1997),Drama,3.46
16475,87071,All Is Forgiven (Tout est pardonné) (2007),Drama,3.42
16476,87076,Fraulein (Das Fräulein) (2006) ,Drama,3.21
16477,87079,Trust (2010),Drama|Thriller,3.41
16478,87081,Penny Dreadful (2006),Horror|Thriller,2.92
16479,87085,Night Flight (1933),Drama,2.5
16480,87092,Prison (Fängelse) (1949) ,Drama,3.15
16481,87094,Dreams (Kvinnodröm) (1955),Drama,2.93
16482,87098,"Mosquito Net, The (La mosquitera) (2010)",Drama,2.63
16483,87100,Loft (2010),Comedy|Thriller,3.48
16484,87103,Vieraalla maalla (2003),Comedy|Romance,2.63
16485,87105,Open Season 3 (2010),Animation|Children|Comedy,2.49
16486,87164,Henri-Georges Clouzot's Inferno (L'enfer d'Henri-Georges Clouzot) (2009),Documentary,3.39
16487,87166,Stolen (Stolen Lives) (2009),Crime|Drama|Mystery|Thriller,3.25
16488,87173,Turbulence 2: Fear of Flying (1999),Action|Thriller,2.0
16489,87179,"Sisters, The (1938)",Drama,2.86
16490,87181,"Double Hour, The (La doppia ora) (2009)",Crime|Drama|Mystery|Romance|Thriller,3.37
16491,87186,20 Seconds of Joy (2007),Documentary,4.25
16492,87188,Happy Ever Afters (2009),Comedy,2.6
16493,87190,My Brother Talks to Horses (1947),Comedy,2.5
16494,87192,Attack the Block (2011),Action|Comedy|Sci-Fi,3.41
16495,87194,The Way (2010),Adventure|Comedy|Drama,3.7
16496,87197,Let the Bullets Fly (2010),Action|Comedy,3.44
16497,87205,"Tunnel, The (2011)",Drama|Horror|Thriller,3.02
16498,87207,Orwell Rolls in His Grave (2003),Documentary,4.05
16499,87210,Wake (2009),Comedy|Drama|Romance,2.0
16500,87216,Kings of the Sun (1963),Adventure|Drama|Thriller,3.0
16501,87218,He Ran All the Way (1951),Crime|Drama|Film-Noir,3.15
16502,87220,Violent Saturday (1955),Crime|Drama,3.42
16503,87222,Kung Fu Panda 2 (2011),Action|Adventure|Animation|Children|Comedy|IMAX,3.48
16504,87225,"Burglars, The (Le casse) (1971)",Action|Crime|Thriller,3.25
16505,87227,Gabriel Over the White House (1933),Drama|Fantasy|Romance,2.91
16506,87229,Lynch (2007),Documentary,3.5
16507,87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War,3.73
16508,87234,Submarine (2010),Comedy|Drama|Romance,3.73
16509,87256,Tonight and Every Night (1945),Musical,2.67
16510,87258,The Thief (1952),Crime|Drama|Film-Noir,3.36
16511,87260,Raffles (1930),Adventure|Crime|Drama|Romance|Thriller,4.13
16512,87262,"Dark Angel, The (1935)",Drama|Romance,3.0
16513,87264,Brewster's Millions (1945),Comedy,3.21
16514,87266,"Patent Leather Kid, The (1927)",Drama,3.5
16515,87270,"Other Woman, The (2009)",Drama,3.3
16516,87276,"Last Dispatch, The (2005)",Documentary,3.0
16517,87279,Brotherhood  (2010),Crime|Drama|Thriller,3.03
16518,87287,American Grindhouse (2010),Documentary,3.61
16519,87290,Two Arabian Knights (1927),Adventure|Comedy|Romance,2.5
16520,87296,Captive (Cautiva) (2004) ,Drama,3.79
16521,87298,Everything Must Go (2010),Comedy|Drama,3.25
16522,87302,Red White & Blue (2010),Drama|Mystery|Romance,3.05
16523,87304,Beginners (2010),Drama,3.7
16524,87306,Super 8 (2011),Mystery|Sci-Fi|Thriller|IMAX,3.48
16525,87314,Lottery Ticket (2010),Comedy,2.81
16526,87316,Calvin Marshall (2009) ,Comedy,2.79
16527,87320,"Oath, The (2010)",Documentary,3.55
16528,87322,Falling (a.k.a. Fallen) (2006),Drama,2.93
16529,87325,Delbaran (2001),Drama,3.33
16530,87327,Camp de Thiaroye (1989),Drama|War,3.83
16531,87330,"Target Shoots First, The (2000)",Comedy|Drama,3.2
16532,87332,"City Below, The (Unter dir die Stadt) (2010)",Drama,3.14
16533,87334,Chain Camera (2001),Documentary,3.0
16534,87336,Playing 'In the Company of Men' (En jouant 'Dans la compagnie des hommes') (2003),Drama,2.9
16535,87354,Then I Sentenced Them All to Death (Atunci i-am condamnat pe toti la moarte) (1972),Drama|War,4.17
16536,87356,Pale Flower (Kawaita hana) (1964),Crime|Film-Noir|Thriller,3.54
16537,87358,Santa Claus Has Blue Eyes (Le père Noël a les yeux bleus) (1969),Drama,4.0
16538,87360,It Felt Like a Kiss (2009),Documentary,3.57
16539,87366,After the Reconciliation (Après la réconciliation) (2000),Drama,3.67
16540,87368,Matinée (1977),Adventure|Comedy|Crime|Thriller,2.88
16541,87370,"Year of Living Vicariously, The (2005)",Documentary,3.5
16542,87378,"Sixth of the World, A (Shestaya chast mira) (1926)",Documentary,3.0
16543,87383,Curly Top (1935),Children|Musical|Romance,3.22
16544,87385,Envy (Kiskanmak) (2009),Drama,3.08
16545,87387,Private (2004),Drama|War,3.13
16546,87390,"Very British Gangster, A (2007)",Crime|Documentary,3.11
16547,87392,"Working Class Goes to Heaven, The (a.k.a. Lulu the Tool) (La classe operaia va in paradiso) (1971)",Drama,3.29
