user,recommendations
2249,"[Row(movie=310, rating=8.855672836303711), Row(movie=557, rating=7.845920562744141), Row(movie=2984, rating=7.804535865783691), Row(movie=3382, rating=7.414764404296875), Row(movie=3413, rating=7.080525875091553), Row(movie=853, rating=6.955567359924316), Row(movie=2342, rating=6.897687911987305), Row(movie=1436, rating=6.891260147094727), Row(movie=2602, rating=6.802665710449219), Row(movie=1659, rating=6.801345348358154)]"
970,"[Row(movie=3413, rating=6.481334686279297), Row(movie=310, rating=6.453485488891602), Row(movie=557, rating=6.418331146240234), Row(movie=776, rating=6.339705467224121), Row(movie=1539, rating=6.25738525390625), Row(movie=1651, rating=6.1494011878967285), Row(movie=853, rating=6.105574607849121), Row(movie=1659, rating=5.8838605880737305), Row(movie=598, rating=5.777154922485352), Row(movie=2602, rating=5.585862636566162)]"
3790,"[Row(movie=2760, rating=10.681655883789062), Row(movie=2562, rating=8.475746154785156), Row(movie=980, rating=8.228981018066406), Row(movie=2129, rating=7.911070823669434), Row(movie=557, rating=7.606985569000244), Row(movie=1664, rating=7.585031032562256), Row(movie=666, rating=7.261478424072266), Row(movie=503, rating=7.168498992919922), Row(movie=2705, rating=7.082211494445801), Row(movie=124, rating=6.93956184387207)]"
5110,"[Row(movie=310, rating=8.985166549682617), Row(movie=2765, rating=7.943541526794434), Row(movie=3382, rating=7.8312249183654785), Row(movie=557, rating=7.8160929679870605), Row(movie=3333, rating=6.669487953186035), Row(movie=2192, rating=6.320503234863281), Row(movie=1039, rating=6.320327281951904), Row(movie=1436, rating=6.140275955200195), Row(movie=2342, rating=6.057659149169922), Row(movie=2800, rating=5.808129787445068)]"
2802,"[Row(movie=2562, rating=9.218396186828613), Row(movie=2760, rating=7.624000549316406), Row(movie=2129, rating=7.536154270172119), Row(movie=2825, rating=7.360384464263916), Row(movie=666, rating=7.158943176269531), Row(movie=2705, rating=7.096816062927246), Row(movie=2962, rating=7.087697982788086), Row(movie=557, rating=6.846454620361328), Row(movie=1795, rating=6.780022621154785), Row(movie=583, rating=6.622155666351318)]"
3042,"[Row(movie=1570, rating=9.608255386352539), Row(movie=3533, rating=8.985787391662598), Row(movie=729, rating=8.899856567382812), Row(movie=3892, rating=8.629292488098145), Row(movie=1493, rating=7.985572814941406), Row(movie=2538, rating=7.84564733505249), Row(movie=632, rating=7.687006950378418), Row(movie=1846, rating=7.653311729431152), Row(movie=2964, rating=7.599369049072266), Row(movie=1539, rating=7.574265003204346)]"
4092,"[Row(movie=557, rating=8.232250213623047), Row(movie=729, rating=7.6243391036987305), Row(movie=3533, rating=7.450281143188477), Row(movie=3382, rating=7.348801612854004), Row(movie=2538, rating=7.190812110900879), Row(movie=1570, rating=7.144462585449219), Row(movie=1846, rating=6.580288410186768), Row(movie=1493, rating=6.504655838012695), Row(movie=1149, rating=6.466081619262695), Row(movie=97, rating=6.442718505859375)]"
2156,"[Row(movie=557, rating=7.1457414627075195), Row(movie=310, rating=7.039839267730713), Row(movie=3382, rating=6.240090370178223), Row(movie=2760, rating=6.229224681854248), Row(movie=980, rating=6.0889506340026855), Row(movie=729, rating=5.134160995483398), Row(movie=1651, rating=5.106410980224609), Row(movie=853, rating=5.056552410125732), Row(movie=1039, rating=4.916337966918945), Row(movie=2309, rating=4.90688419342041)]"
1157,"[Row(movie=2765, rating=11.607015609741211), Row(movie=310, rating=10.480083465576172), Row(movie=526, rating=10.472233772277832), Row(movie=2785, rating=10.164717674255371), Row(movie=3116, rating=10.077845573425293), Row(movie=2192, rating=9.953559875488281), Row(movie=2209, rating=9.676118850708008), Row(movie=2219, rating=9.324386596679688), Row(movie=769, rating=8.921666145324707), Row(movie=3382, rating=8.681066513061523)]"
2027,"[Row(movie=2892, rating=8.538681983947754), Row(movie=729, rating=7.957961082458496), Row(movie=557, rating=7.770092487335205), Row(movie=1567, rating=7.303895950317383), Row(movie=136, rating=6.880190849304199), Row(movie=2127, rating=6.642439842224121), Row(movie=59, rating=6.633871078491211), Row(movie=3382, rating=6.607151508331299), Row(movie=1636, rating=6.521841526031494), Row(movie=1664, rating=6.433234214782715)]"
2247,"[Row(movie=557, rating=7.4532670974731445), Row(movie=3382, rating=7.253410816192627), Row(movie=2192, rating=6.762668609619141), Row(movie=2219, rating=6.435184478759766), Row(movie=874, rating=6.018366813659668), Row(movie=2342, rating=5.989355087280273), Row(movie=2538, rating=5.573791980743408), Row(movie=1138, rating=5.455733299255371), Row(movie=2800, rating=5.450352668762207), Row(movie=2562, rating=5.350315570831299)]"
4357,"[Row(movie=2984, rating=12.422904014587402), Row(movie=2342, rating=11.18463134765625), Row(movie=1891, rating=9.866155624389648), Row(movie=1567, rating=9.527151107788086), Row(movie=2127, rating=9.28977108001709), Row(movie=1930, rating=9.259852409362793), Row(movie=2602, rating=8.935590744018555), Row(movie=2823, rating=8.595012664794922), Row(movie=3523, rating=8.53691291809082), Row(movie=630, rating=8.509772300720215)]"
4477,"[Row(movie=557, rating=7.239594459533691), Row(movie=3382, rating=6.922130584716797), Row(movie=2219, rating=6.826785087585449), Row(movie=2192, rating=6.759581089019775), Row(movie=1138, rating=6.308402061462402), Row(movie=874, rating=6.103198051452637), Row(movie=3533, rating=6.035744667053223), Row(movie=2209, rating=5.944185733795166), Row(movie=2538, rating=5.684001922607422), Row(movie=1570, rating=5.674054145812988)]"
5527,"[Row(movie=2892, rating=16.100051879882812), Row(movie=729, rating=12.912665367126465), Row(movie=566, rating=12.503799438476562), Row(movie=1567, rating=12.384510040283203), Row(movie=3636, rating=12.230171203613281), Row(movie=980, rating=12.171582221984863), Row(movie=2760, rating=11.298700332641602), Row(movie=776, rating=10.958623886108398), Row(movie=3905, rating=10.618925094604492), Row(movie=136, rating=10.194673538208008)]"
5847,"[Row(movie=557, rating=8.406404495239258), Row(movie=3382, rating=8.014095306396484), Row(movie=2219, rating=6.893993377685547), Row(movie=2342, rating=6.142831802368164), Row(movie=2192, rating=6.090663909912109), Row(movie=874, rating=5.923658847808838), Row(movie=2197, rating=5.846719741821289), Row(movie=310, rating=5.768590927124023), Row(movie=3517, rating=5.6975836753845215), Row(movie=1149, rating=5.6667656898498535)]"
799,"[Row(movie=557, rating=8.728437423706055), Row(movie=3382, rating=8.268190383911133), Row(movie=2342, rating=8.173539161682129), Row(movie=2219, rating=7.296538829803467), Row(movie=2562, rating=7.281226634979248), Row(movie=2538, rating=7.048358917236328), Row(movie=874, rating=6.95297384262085), Row(movie=2197, rating=6.884984016418457), Row(movie=1002, rating=6.8240838050842285), Row(movie=854, rating=6.735555648803711)]"
2559,"[Row(movie=310, rating=9.073145866394043), Row(movie=557, rating=7.262933731079102), Row(movie=853, rating=7.117300033569336), Row(movie=1651, rating=6.930461883544922), Row(movie=3382, rating=6.641012191772461), Row(movie=1659, rating=6.5802741050720215), Row(movie=3413, rating=6.0695929527282715), Row(movie=1039, rating=6.017911911010742), Row(movie=3517, rating=5.955909729003906), Row(movie=1519, rating=5.536855697631836)]"
481,"[Row(movie=3413, rating=7.68290376663208), Row(movie=557, rating=7.2575531005859375), Row(movie=2219, rating=7.226677894592285), Row(movie=1539, rating=6.749541759490967), Row(movie=3382, rating=6.430938243865967), Row(movie=729, rating=6.3881001472473145), Row(movie=1636, rating=6.274345397949219), Row(movie=1570, rating=6.251680374145508), Row(movie=3892, rating=6.120950222015381), Row(movie=632, rating=5.913987159729004)]"
3631,"[Row(movie=980, rating=8.704246520996094), Row(movie=310, rating=8.439435958862305), Row(movie=2964, rating=8.225388526916504), Row(movie=1651, rating=6.96461296081543), Row(movie=2760, rating=6.941905975341797), Row(movie=557, rating=6.819143295288086), Row(movie=853, rating=6.4976487159729), Row(movie=1570, rating=6.454239845275879), Row(movie=1574, rating=6.360790252685547), Row(movie=1539, rating=6.095324516296387)]"
53,"[Row(movie=557, rating=8.996904373168945), Row(movie=3382, rating=8.31761646270752), Row(movie=3533, rating=6.535216331481934), Row(movie=310, rating=6.514695167541504), Row(movie=1149, rating=6.362990856170654), Row(movie=1138, rating=6.311877250671387), Row(movie=2192, rating=6.284658432006836), Row(movie=1570, rating=6.105105876922607), Row(movie=729, rating=6.097867012023926), Row(movie=3542, rating=5.9970550537109375)]"
804,"[Row(movie=2760, rating=13.947071075439453), Row(movie=980, rating=12.37956714630127), Row(movie=3636, rating=9.08568286895752), Row(movie=1567, rating=7.496007919311523), Row(movie=729, rating=7.433021068572998), Row(movie=2964, rating=7.355453968048096), Row(movie=2602, rating=7.198732376098633), Row(movie=1664, rating=7.030107021331787), Row(movie=776, rating=6.925258636474609), Row(movie=2705, rating=6.7611188888549805)]"
2914,"[Row(movie=310, rating=8.83547592163086), Row(movie=557, rating=8.400978088378906), Row(movie=980, rating=7.6696367263793945), Row(movie=3382, rating=7.321002960205078), Row(movie=1651, rating=6.525676250457764), Row(movie=853, rating=6.426792621612549), Row(movie=2760, rating=6.402556419372559), Row(movie=2964, rating=6.360929012298584), Row(movie=1570, rating=6.299126148223877), Row(movie=1039, rating=6.277506351470947)]"
255,"[Row(movie=557, rating=8.106369018554688), Row(movie=2219, rating=7.716195106506348), Row(movie=3382, rating=7.7019219398498535), Row(movie=3413, rating=7.365293502807617), Row(movie=2342, rating=6.789643287658691), Row(movie=630, rating=6.788315773010254), Row(movie=2197, rating=6.479795932769775), Row(movie=3517, rating=6.156874656677246), Row(movie=310, rating=5.962110996246338), Row(movie=2984, rating=5.950514793395996)]"
3105,"[Row(movie=557, rating=8.169650077819824), Row(movie=2219, rating=7.9419403076171875), Row(movie=3382, rating=7.908232688903809), Row(movie=3413, rating=7.145501136779785), Row(movie=310, rating=6.9459991455078125), Row(movie=2209, rating=6.550867557525635), Row(movie=3116, rating=6.530436038970947), Row(movie=630, rating=6.526956081390381), Row(movie=3517, rating=6.18746280670166), Row(movie=1659, rating=6.109918594360352)]"
5995,"[Row(movie=557, rating=8.016197204589844), Row(movie=3382, rating=7.100841045379639), Row(movie=729, rating=6.523803234100342), Row(movie=3413, rating=6.036544322967529), Row(movie=2219, rating=5.935221195220947), Row(movie=310, rating=5.759407043457031), Row(movie=1570, rating=5.637303352355957), Row(movie=776, rating=5.5812249183654785), Row(movie=3245, rating=5.5581183433532715), Row(movie=3517, rating=5.5197601318359375)]"
588,"[Row(movie=557, rating=7.438605308532715), Row(movie=980, rating=7.124140739440918), Row(movie=3382, rating=6.611021041870117), Row(movie=729, rating=6.309747695922852), Row(movie=2760, rating=6.214736461639404), Row(movie=1149, rating=6.04730224609375), Row(movie=3533, rating=5.971932888031006), Row(movie=2562, rating=5.87497615814209), Row(movie=2129, rating=5.811181545257568), Row(movie=2512, rating=5.617441654205322)]"
898,"[Row(movie=2342, rating=14.922111511230469), Row(movie=2984, rating=14.201488494873047), Row(movie=630, rating=12.171178817749023), Row(movie=1436, rating=11.203838348388672), Row(movie=1891, rating=10.798643112182617), Row(movie=2219, rating=10.350358963012695), Row(movie=3523, rating=10.350204467773438), Row(movie=2197, rating=10.031542778015137), Row(movie=3333, rating=9.853967666625977), Row(movie=2823, rating=9.423887252807617)]"
3028,"[Row(movie=557, rating=7.829764366149902), Row(movie=1567, rating=7.8271803855896), Row(movie=2760, rating=7.679843425750732), Row(movie=3382, rating=6.796561241149902), Row(movie=1664, rating=6.794058799743652), Row(movie=2127, rating=6.654782772064209), Row(movie=124, rating=6.545742988586426), Row(movie=2892, rating=6.538189888000488), Row(movie=729, rating=6.3280558586120605), Row(movie=59, rating=6.30615758895874)]"
3691,"[Row(movie=557, rating=7.470725059509277), Row(movie=980, rating=7.194815635681152), Row(movie=729, rating=6.894949913024902), Row(movie=3382, rating=6.3194098472595215), Row(movie=1570, rating=6.124213695526123), Row(movie=2760, rating=5.997400283813477), Row(movie=310, rating=5.808782577514648), Row(movie=3245, rating=5.5319037437438965), Row(movie=649, rating=5.478884696960449), Row(movie=776, rating=5.436707973480225)]"
4291,"[Row(movie=310, rating=10.121783256530762), Row(movie=557, rating=7.382833480834961), Row(movie=853, rating=7.098455905914307), Row(movie=1651, rating=7.050821304321289), Row(movie=3382, rating=6.77772331237793), Row(movie=2602, rating=6.4090728759765625), Row(movie=1519, rating=6.387376308441162), Row(movie=1039, rating=6.15965461730957), Row(movie=1659, rating=6.137049198150635), Row(movie=2675, rating=5.968088150024414)]"
5061,"[Row(movie=557, rating=7.791080474853516), Row(movie=3382, rating=7.428981781005859), Row(movie=310, rating=6.805730819702148), Row(movie=2562, rating=6.580626010894775), Row(movie=2342, rating=5.642742156982422), Row(movie=583, rating=5.298863410949707), Row(movie=1149, rating=5.284026622772217), Row(movie=1169, rating=5.279596328735352), Row(movie=2765, rating=5.265749454498291), Row(movie=2800, rating=5.242737770080566)]"
472,"[Row(movie=2760, rating=11.697425842285156), Row(movie=980, rating=10.12096118927002), Row(movie=2705, rating=10.109683990478516), Row(movie=2962, rating=9.564939498901367), Row(movie=310, rating=9.06570816040039), Row(movie=503, rating=7.4113311767578125), Row(movie=106, rating=7.126517295837402), Row(movie=2673, rating=7.1052961349487305), Row(movie=2679, rating=6.8648271560668945), Row(movie=1360, rating=6.67884635925293)]"
2542,"[Row(movie=2342, rating=8.571528434753418), Row(movie=2984, rating=8.529291152954102), Row(movie=1436, rating=7.650548934936523), Row(movie=630, rating=7.592095375061035), Row(movie=3382, rating=7.371497631072998), Row(movie=310, rating=7.306421279907227), Row(movie=557, rating=7.248936176300049), Row(movie=2219, rating=7.126212120056152), Row(movie=3413, rating=7.012814521789551), Row(movie=2765, rating=6.940040588378906)]"
3062,"[Row(movie=980, rating=9.869680404663086), Row(movie=2964, rating=9.347885131835938), Row(movie=1570, rating=7.977470397949219), Row(movie=729, rating=7.977353096008301), Row(movie=1539, rating=7.514748573303223), Row(movie=2760, rating=7.197345733642578), Row(movie=3636, rating=7.106689929962158), Row(movie=1574, rating=7.027845859527588), Row(movie=557, rating=7.017293930053711), Row(movie=1058, rating=6.667146682739258)]"
3242,"[Row(movie=310, rating=8.419790267944336), Row(movie=557, rating=7.220588684082031), Row(movie=3382, rating=6.9506378173828125), Row(movie=2765, rating=6.38922643661499), Row(movie=853, rating=6.32216739654541), Row(movie=2209, rating=6.172557353973389), Row(movie=1039, rating=6.120181560516357), Row(movie=1659, rating=6.04787540435791), Row(movie=3116, rating=5.96264123916626), Row(movie=1651, rating=5.841799736022949)]"
4612,"[Row(movie=2760, rating=8.240409851074219), Row(movie=2562, rating=7.572321891784668), Row(movie=557, rating=7.229990005493164), Row(movie=2129, rating=6.659147262573242), Row(movie=980, rating=6.545804023742676), Row(movie=3382, rating=6.530281066894531), Row(movie=2705, rating=6.291863441467285), Row(movie=666, rating=6.238765239715576), Row(movie=1795, rating=6.162823677062988), Row(movie=1664, rating=6.074916362762451)]"
133,"[Row(movie=2892, rating=9.249564170837402), Row(movie=3892, rating=8.960697174072266), Row(movie=2219, rating=8.859061241149902), Row(movie=3413, rating=8.752555847167969), Row(movie=729, rating=8.629988670349121), Row(movie=1570, rating=8.423755645751953), Row(movie=1539, rating=8.175125122070312), Row(movie=1636, rating=8.06966495513916), Row(movie=1846, rating=8.06698226928711), Row(movie=2538, rating=8.001762390136719)]"
853,"[Row(movie=557, rating=7.552972793579102), Row(movie=3413, rating=7.538417816162109), Row(movie=3382, rating=7.165616989135742), Row(movie=2219, rating=7.017504692077637), Row(movie=310, rating=6.996700286865234), Row(movie=2984, rating=6.8542799949646), Row(movie=630, rating=6.68580961227417), Row(movie=2342, rating=6.620601177215576), Row(movie=1659, rating=6.331234931945801), Row(movie=1436, rating=6.282924652099609)]"
4583,"[Row(movie=2219, rating=12.07758903503418), Row(movie=3413, rating=10.929606437683105), Row(movie=630, rating=10.44513988494873), Row(movie=2209, rating=9.907524108886719), Row(movie=3116, rating=9.808257102966309), Row(movie=811, rating=9.105645179748535), Row(movie=526, rating=8.756784439086914), Row(movie=2809, rating=8.754351615905762), Row(movie=3892, rating=8.751977920532227), Row(movie=2998, rating=8.721306800842285)]"
2874,"[Row(movie=2760, rating=8.88719367980957), Row(movie=980, rating=8.217549324035645), Row(movie=2562, rating=7.429964065551758), Row(movie=2705, rating=7.390298843383789), Row(movie=2129, rating=7.378909111022949), Row(movie=2962, rating=6.590831279754639), Row(movie=2825, rating=6.406283378601074), Row(movie=503, rating=6.219387531280518), Row(movie=1795, rating=6.169368267059326), Row(movie=557, rating=6.1563520431518555)]"
2035,"[Row(movie=557, rating=7.317885398864746), Row(movie=3382, rating=6.653506755828857), Row(movie=310, rating=6.22111177444458), Row(movie=1149, rating=4.965514183044434), Row(movie=3542, rating=4.921475410461426), Row(movie=1039, rating=4.8742547035217285), Row(movie=980, rating=4.843323707580566), Row(movie=729, rating=4.833102226257324), Row(movie=1420, rating=4.766984462738037), Row(movie=3517, rating=4.7043352127075195)]"
296,"[Row(movie=2984, rating=11.989034652709961), Row(movie=2342, rating=10.719867706298828), Row(movie=1930, rating=9.398885726928711), Row(movie=2602, rating=9.098099708557129), Row(movie=1436, rating=8.824734687805176), Row(movie=3523, rating=8.580435752868652), Row(movie=1891, rating=8.098163604736328), Row(movie=310, rating=8.017158508300781), Row(movie=630, rating=7.536319255828857), Row(movie=3333, rating=7.425186634063721)]"
1466,"[Row(movie=310, rating=10.747662544250488), Row(movie=1651, rating=9.032660484313965), Row(movie=853, rating=8.546354293823242), Row(movie=1659, rating=7.144456386566162), Row(movie=1539, rating=7.118628978729248), Row(movie=2964, rating=6.756051540374756), Row(movie=557, rating=6.704525947570801), Row(movie=2602, rating=6.613422870635986), Row(movie=1574, rating=6.485922336578369), Row(movie=776, rating=6.435934066772461)]"
1766,"[Row(movie=2192, rating=11.763622283935547), Row(movie=2219, rating=11.13356876373291), Row(movie=874, rating=10.467508316040039), Row(movie=1138, rating=9.228992462158203), Row(movie=3073, rating=9.065156936645508), Row(movie=630, rating=9.024298667907715), Row(movie=1666, rating=8.866934776306152), Row(movie=2998, rating=8.781444549560547), Row(movie=811, rating=8.594460487365723), Row(movie=2538, rating=8.5155668258667)]"
3306,"[Row(movie=2760, rating=8.670934677124023), Row(movie=557, rating=8.53049087524414), Row(movie=980, rating=8.160205841064453), Row(movie=729, rating=8.104891777038574), Row(movie=1567, rating=7.515059471130371), Row(movie=2892, rating=7.4768829345703125), Row(movie=3382, rating=7.1432952880859375), Row(movie=1664, rating=7.078057289123535), Row(movie=776, rating=6.807552337646484), Row(movie=59, rating=6.698169708251953)]"
4396,"[Row(movie=2760, rating=14.436116218566895), Row(movie=980, rating=13.608476638793945), Row(movie=2892, rating=13.24759292602539), Row(movie=3636, rating=11.846952438354492), Row(movie=1567, rating=11.751352310180664), Row(movie=729, rating=11.541496276855469), Row(movie=566, rating=10.763291358947754), Row(movie=1664, rating=9.854978561401367), Row(movie=2850, rating=9.692641258239746), Row(movie=776, rating=9.622900009155273)]"
1787,"[Row(movie=2760, rating=8.761286735534668), Row(movie=980, rating=8.69619369506836), Row(movie=310, rating=7.8935370445251465), Row(movie=2964, rating=6.890810012817383), Row(movie=1651, rating=6.8469719886779785), Row(movie=853, rating=6.146117210388184), Row(movie=776, rating=5.8558549880981445), Row(movie=1574, rating=5.801167964935303), Row(movie=557, rating=5.723451614379883), Row(movie=3636, rating=5.709677696228027)]"
4097,"[Row(movie=557, rating=7.16680908203125), Row(movie=310, rating=7.0522003173828125), Row(movie=3413, rating=6.92365026473999), Row(movie=1539, rating=6.442193031311035), Row(movie=3382, rating=6.39724588394165), Row(movie=853, rating=6.331845283508301), Row(movie=1659, rating=6.274935722351074), Row(movie=1651, rating=6.073308944702148), Row(movie=2219, rating=6.03464937210083), Row(movie=3517, rating=5.635828018188477)]"
1718,"[Row(movie=557, rating=8.737079620361328), Row(movie=310, rating=8.151390075683594), Row(movie=3382, rating=8.037165641784668), Row(movie=2760, rating=7.014432907104492), Row(movie=2562, rating=6.856226921081543), Row(movie=106, rating=5.966094017028809), Row(movie=666, rating=5.923587799072266), Row(movie=3542, rating=5.916913032531738), Row(movie=3517, rating=5.907331466674805), Row(movie=1930, rating=5.881156921386719)]"
1888,"[Row(movie=1930, rating=11.957770347595215), Row(movie=2984, rating=10.738633155822754), Row(movie=1567, rating=10.460199356079102), Row(movie=2342, rating=10.226938247680664), Row(movie=124, rating=10.104549407958984), Row(movie=2602, rating=10.022804260253906), Row(movie=2562, rating=9.932940483093262), Row(movie=3523, rating=9.874996185302734), Row(movie=3012, rating=9.080601692199707), Row(movie=1002, rating=8.745139122009277)]"
2238,"[Row(movie=2825, rating=12.128725051879883), Row(movie=1138, rating=8.590490341186523), Row(movie=2192, rating=8.517056465148926), Row(movie=1864, rating=8.385692596435547), Row(movie=567, rating=8.27281665802002), Row(movie=2705, rating=7.8293914794921875), Row(movie=2209, rating=7.637063980102539), Row(movie=2930, rating=7.529521465301514), Row(movie=844, rating=7.3601460456848145), Row(movie=3533, rating=7.279989719390869)]"
4838,"[Row(movie=2602, rating=11.627262115478516), Row(movie=1567, rating=10.363444328308105), Row(movie=2984, rating=9.344847679138184), Row(movie=2675, rating=8.804652214050293), Row(movie=2127, rating=8.757827758789062), Row(movie=37, rating=8.638864517211914), Row(movie=1930, rating=8.436610221862793), Row(movie=2760, rating=8.379369735717773), Row(movie=776, rating=8.114255905151367), Row(movie=598, rating=7.854727745056152)]"
5178,"[Row(movie=557, rating=7.662178993225098), Row(movie=3382, rating=7.261276721954346), Row(movie=2562, rating=6.924842834472656), Row(movie=310, rating=6.345033645629883), Row(movie=1795, rating=5.532695770263672), Row(movie=1149, rating=5.456326007843018), Row(movie=2800, rating=5.379789352416992), Row(movie=583, rating=5.37730073928833), Row(movie=666, rating=5.363378524780273), Row(movie=106, rating=5.2502946853637695)]"
4799,"[Row(movie=557, rating=7.254265785217285), Row(movie=3382, rating=6.803641319274902), Row(movie=2219, rating=5.7747907638549805), Row(movie=2192, rating=5.735267162322998), Row(movie=3533, rating=5.579057216644287), Row(movie=1138, rating=5.541257858276367), Row(movie=1570, rating=5.222697734832764), Row(movie=874, rating=5.218061923980713), Row(movie=2538, rating=5.185369491577148), Row(movie=2209, rating=5.100165367126465)]"
4859,"[Row(movie=310, rating=10.679786682128906), Row(movie=2984, rating=8.537778854370117), Row(movie=557, rating=7.863018035888672), Row(movie=2602, rating=7.854271411895752), Row(movie=1436, rating=7.719692707061768), Row(movie=853, rating=7.697325706481934), Row(movie=3382, rating=7.635768890380859), Row(movie=2765, rating=7.494820594787598), Row(movie=2342, rating=7.312206745147705), Row(movie=1651, rating=7.2354230880737305)]"
5929,"[Row(movie=310, rating=11.037065505981445), Row(movie=853, rating=8.02786922454834), Row(movie=1651, rating=7.817503452301025), Row(movie=2765, rating=7.6209845542907715), Row(movie=2209, rating=7.424996376037598), Row(movie=1039, rating=7.062260627746582), Row(movie=1659, rating=7.0551605224609375), Row(movie=1864, rating=6.9988603591918945), Row(movie=557, rating=6.780570983886719), Row(movie=3116, rating=6.718929767608643)]"
5100,"[Row(movie=557, rating=8.442234992980957), Row(movie=3382, rating=7.974050521850586), Row(movie=2192, rating=7.454568862915039), Row(movie=2562, rating=6.823853969573975), Row(movie=2538, rating=6.6307783126831055), Row(movie=1138, rating=6.612713813781738), Row(movie=1149, rating=6.542108058929443), Row(movie=3533, rating=6.437098979949951), Row(movie=874, rating=6.369480133056641), Row(movie=2800, rating=6.208170413970947)]"
5140,"[Row(movie=557, rating=6.830269813537598), Row(movie=729, rating=5.968438625335693), Row(movie=3382, rating=5.901317119598389), Row(movie=3413, rating=5.78270959854126), Row(movie=776, rating=5.523918151855469), Row(movie=1636, rating=5.197912693023682), Row(movie=598, rating=5.191699028015137), Row(movie=2892, rating=5.162898063659668), Row(movie=310, rating=5.151961803436279), Row(movie=2127, rating=5.132498741149902)]"
5670,"[Row(movie=310, rating=12.606063842773438), Row(movie=2765, rating=9.970516204833984), Row(movie=853, rating=9.280050277709961), Row(movie=1651, rating=8.694211959838867), Row(movie=1659, rating=8.548402786254883), Row(movie=3116, rating=8.31595230102539), Row(movie=1039, rating=8.061315536499023), Row(movie=2209, rating=7.949517726898193), Row(movie=2785, rating=7.810037136077881), Row(movie=3382, rating=7.655392646789551)]"
6010,"[Row(movie=557, rating=7.98754358291626), Row(movie=3382, rating=7.449687957763672), Row(movie=310, rating=7.4282612800598145), Row(movie=2219, rating=6.668982982635498), Row(movie=3413, rating=6.553743839263916), Row(movie=1659, rating=6.089416027069092), Row(movie=853, rating=6.0607500076293945), Row(movie=3517, rating=5.99410343170166), Row(movie=2209, rating=5.922483921051025), Row(movie=1039, rating=5.891216278076172)]"
5030,"[Row(movie=2602, rating=11.637969970703125), Row(movie=2760, rating=11.297277450561523), Row(movie=310, rating=10.688645362854004), Row(movie=2675, rating=9.362751960754395), Row(movie=1651, rating=8.979135513305664), Row(movie=853, rating=8.192163467407227), Row(movie=776, rating=8.116222381591797), Row(movie=37, rating=7.976160049438477), Row(movie=1567, rating=7.755229473114014), Row(movie=980, rating=7.65854549407959)]"
5920,"[Row(movie=2892, rating=7.669875144958496), Row(movie=557, rating=7.458774089813232), Row(movie=729, rating=7.188628196716309), Row(movie=1567, rating=6.949240207672119), Row(movie=2127, rating=6.560146331787109), Row(movie=3382, rating=6.395842552185059), Row(movie=1636, rating=6.296745300292969), Row(movie=3413, rating=6.262345314025879), Row(movie=776, rating=6.238616943359375), Row(movie=59, rating=6.140447616577148)]"
322,"[Row(movie=2219, rating=9.526185989379883), Row(movie=874, rating=8.518128395080566), Row(movie=557, rating=8.344155311584473), Row(movie=3382, rating=8.000060081481934), Row(movie=2192, rating=7.978145122528076), Row(movie=2538, rating=7.889596939086914), Row(movie=3892, rating=7.849662780761719), Row(movie=3533, rating=7.512285232543945), Row(movie=3413, rating=7.4535908699035645), Row(movie=1138, rating=7.424526214599609)]"
5692,"[Row(movie=729, rating=8.261628150939941), Row(movie=557, rating=8.186068534851074), Row(movie=2892, rating=7.772887229919434), Row(movie=3382, rating=7.036622047424316), Row(movie=1570, rating=6.809709548950195), Row(movie=2538, rating=6.659231662750244), Row(movie=136, rating=6.583986759185791), Row(movie=980, rating=6.576014041900635), Row(movie=3533, rating=6.554628849029541), Row(movie=1846, rating=6.52070426940918)]"
1016,"[Row(movie=557, rating=7.54178524017334), Row(movie=3382, rating=6.5341291427612305), Row(movie=729, rating=6.42318868637085), Row(movie=980, rating=6.248409271240234), Row(movie=2760, rating=6.117193698883057), Row(movie=310, rating=5.524990081787109), Row(movie=1149, rating=5.408151626586914), Row(movie=1664, rating=5.286309242248535), Row(movie=649, rating=5.221577167510986), Row(movie=2892, rating=5.211818695068359)]"
2396,"[Row(movie=310, rating=9.166976928710938), Row(movie=557, rating=7.341561317443848), Row(movie=3382, rating=6.62150764465332), Row(movie=2760, rating=6.600425720214844), Row(movie=1651, rating=6.071953773498535), Row(movie=853, rating=6.007698059082031), Row(movie=1039, rating=5.704414367675781), Row(movie=1519, rating=5.631636619567871), Row(movie=106, rating=5.598388671875), Row(movie=2494, rating=5.57717227935791)]"
3577,"[Row(movie=2342, rating=13.0755033493042), Row(movie=630, rating=11.052234649658203), Row(movie=2219, rating=10.744415283203125), Row(movie=2192, rating=10.58663558959961), Row(movie=874, rating=10.429455757141113), Row(movie=2984, rating=10.053400993347168), Row(movie=1891, rating=9.260457992553711), Row(movie=2197, rating=9.014293670654297), Row(movie=2545, rating=8.820565223693848), Row(movie=1796, rating=8.746190071105957)]"
3657,"[Row(movie=2562, rating=11.050387382507324), Row(movie=2342, rating=10.791470527648926), Row(movie=2192, rating=10.017330169677734), Row(movie=557, rating=9.986350059509277), Row(movie=3382, rating=9.836098670959473), Row(movie=3293, rating=9.80846118927002), Row(movie=1002, rating=9.636953353881836), Row(movie=874, rating=9.628885269165039), Row(movie=2538, rating=9.44654655456543), Row(movie=2129, rating=9.151646614074707)]"
