movie,recommendations
3340,"[Row(user=1102, rating=5.586458683013916), Row(user=1918, rating=5.581571578979492), Row(user=468, rating=5.467435836791992), Row(user=5758, rating=5.386783599853516), Row(user=3545, rating=5.367848873138428), Row(user=5004, rating=5.33572244644165), Row(user=2696, rating=5.280488014221191), Row(user=5328, rating=5.242777347564697), Row(user=3714, rating=5.162927150726318), Row(user=1927, rating=5.137086391448975)]"
3700,"[Row(user=5810, rating=6.818462371826172), Row(user=4676, rating=6.4554524421691895), Row(user=3657, rating=5.862462997436523), Row(user=4244, rating=5.7771806716918945), Row(user=4110, rating=5.759766101837158), Row(user=3545, rating=5.682651519775391), Row(user=5590, rating=5.594462871551514), Row(user=1213, rating=5.526021957397461), Row(user=3702, rating=5.485056400299072), Row(user=2107, rating=5.434507369995117)]"
972,"[Row(user=2449, rating=6.248994827270508), Row(user=2534, rating=6.235454559326172), Row(user=5004, rating=6.007761478424072), Row(user=89, rating=5.9676642417907715), Row(user=1102, rating=5.896010875701904), Row(user=4145, rating=5.8836669921875), Row(user=491, rating=5.847464561462402), Row(user=1416, rating=5.834986686706543), Row(user=4549, rating=5.815371036529541), Row(user=5560, rating=5.757139205932617)]"
1062,"[Row(user=491, rating=3.8133652210235596), Row(user=784, rating=3.5212626457214355), Row(user=619, rating=3.5103864669799805), Row(user=4175, rating=3.493664503097534), Row(user=5735, rating=3.4731531143188477), Row(user=381, rating=3.452709436416626), Row(user=3787, rating=3.445629596710205), Row(user=794, rating=3.4362683296203613), Row(user=2527, rating=3.4351513385772705), Row(user=2297, rating=3.434795379638672)]"
1082,"[Row(user=468, rating=5.27031135559082), Row(user=5758, rating=5.179798603057861), Row(user=5004, rating=5.168886661529541), Row(user=2755, rating=5.153085231781006), Row(user=1927, rating=5.106317520141602), Row(user=417, rating=5.099102020263672), Row(user=2339, rating=5.094115257263184), Row(user=2534, rating=5.090404510498047), Row(user=3405, rating=5.052640914916992), Row(user=527, rating=5.037433624267578)]"
1242,"[Row(user=1341, rating=5.66231632232666), Row(user=283, rating=5.395346641540527), Row(user=3296, rating=5.353065490722656), Row(user=2694, rating=5.306558609008789), Row(user=2363, rating=5.288453102111816), Row(user=5137, rating=5.2810773849487305), Row(user=210, rating=5.27029275894165), Row(user=4175, rating=5.261845111846924), Row(user=1856, rating=5.238902568817139), Row(user=3856, rating=5.238250732421875)]"
2422,"[Row(user=101, rating=4.6627912521362305), Row(user=4143, rating=4.504490375518799), Row(user=5783, rating=4.465401649475098), Row(user=421, rating=4.431818008422852), Row(user=2697, rating=4.381595134735107), Row(user=3979, rating=4.373568534851074), Row(user=5668, rating=4.352147579193115), Row(user=3902, rating=4.347973346710205), Row(user=898, rating=4.311029434204102), Row(user=3960, rating=4.300706386566162)]"
3602,"[Row(user=527, rating=6.200868129730225), Row(user=4228, rating=5.847495079040527), Row(user=5983, rating=5.654181003570557), Row(user=1756, rating=5.5112786293029785), Row(user=3902, rating=5.195955753326416), Row(user=2755, rating=5.195924758911133), Row(user=5052, rating=5.087090492248535), Row(user=246, rating=5.058978080749512), Row(user=2141, rating=5.040390968322754), Row(user=4145, rating=5.033262252807617)]"
1834,"[Row(user=283, rating=5.418075084686279), Row(user=4175, rating=5.2901811599731445), Row(user=2339, rating=5.256675720214844), Row(user=5984, rating=5.224042892456055), Row(user=784, rating=5.223746299743652), Row(user=207, rating=5.220555782318115), Row(user=3657, rating=5.211867332458496), Row(user=3787, rating=5.209098815917969), Row(user=3296, rating=5.206918716430664), Row(user=5022, rating=5.200408935546875)]"
2196,"[Row(user=421, rating=6.541417121887207), Row(user=2441, rating=6.0247111320495605), Row(user=87, rating=5.9132795333862305), Row(user=1070, rating=5.75701904296875), Row(user=2329, rating=5.74698543548584), Row(user=5144, rating=5.595803737640381), Row(user=5525, rating=5.56151819229126), Row(user=4166, rating=5.541994571685791), Row(user=4216, rating=5.501742362976074), Row(user=5668, rating=5.493312358856201)]"
2481,"[Row(user=3448, rating=5.607247352600098), Row(user=2735, rating=5.393355369567871), Row(user=5672, rating=5.25167179107666), Row(user=5697, rating=5.238764762878418), Row(user=3373, rating=5.219461917877197), Row(user=5141, rating=5.21909236907959), Row(user=2339, rating=5.197594165802002), Row(user=2694, rating=5.128948211669922), Row(user=3772, rating=5.116171836853027), Row(user=2875, rating=5.102891445159912)]"
3,"[Row(user=101, rating=5.298886775970459), Row(user=5973, rating=5.187460422515869), Row(user=4143, rating=5.167362689971924), Row(user=3902, rating=5.1570868492126465), Row(user=5783, rating=5.120068550109863), Row(user=2867, rating=5.087123870849609), Row(user=283, rating=5.077110290527344), Row(user=2697, rating=5.016134738922119), Row(user=4801, rating=4.991110801696777), Row(user=3960, rating=4.963453769683838)]"
925,"[Row(user=491, rating=10.940535545349121), Row(user=4383, rating=9.29611587524414), Row(user=3570, rating=9.152009963989258), Row(user=599, rating=8.576815605163574), Row(user=1864, rating=8.573477745056152), Row(user=2297, rating=8.29623031616211), Row(user=619, rating=8.225739479064941), Row(user=978, rating=8.085111618041992), Row(user=794, rating=7.9518022537231445), Row(user=5425, rating=7.9028801918029785)]"
3645,"[Row(user=5810, rating=9.302556991577148), Row(user=4676, rating=8.740862846374512), Row(user=3545, rating=8.373956680297852), Row(user=5328, rating=8.183662414550781), Row(user=4110, rating=8.097221374511719), Row(user=4244, rating=7.9405927658081055), Row(user=5590, rating=7.673423767089844), Row(user=1095, rating=7.424805641174316), Row(user=2696, rating=7.409858226776123), Row(user=1213, rating=7.2472615242004395)]"
178,"[Row(user=5297, rating=9.4885835647583), Row(user=1213, rating=9.337662696838379), Row(user=4676, rating=9.126590728759766), Row(user=4244, rating=9.040960311889648), Row(user=5810, rating=8.66007137298584), Row(user=2673, rating=8.629861831665039), Row(user=4441, rating=8.337911605834961), Row(user=5328, rating=8.30396842956543), Row(user=5590, rating=8.239311218261719), Row(user=1095, rating=8.213881492614746)]"
998,"[Row(user=1213, rating=6.922013759613037), Row(user=5297, rating=6.909275531768799), Row(user=4441, rating=6.223613739013672), Row(user=283, rating=6.098663806915283), Row(user=4244, rating=5.894688129425049), Row(user=2502, rating=5.809535980224609), Row(user=5590, rating=5.802456378936768), Row(user=4676, rating=5.659839153289795), Row(user=5122, rating=5.6464433670043945), Row(user=4565, rating=5.604414463043213)]"
1218,"[Row(user=1341, rating=5.578556060791016), Row(user=4175, rating=5.551566123962402), Row(user=3296, rating=5.459358215332031), Row(user=2339, rating=5.4499406814575195), Row(user=5984, rating=5.422394752502441), Row(user=283, rating=5.416786193847656), Row(user=3787, rating=5.367565155029297), Row(user=784, rating=5.3614044189453125), Row(user=5022, rating=5.33226203918457), Row(user=399, rating=5.326719284057617)]"
3908,"[Row(user=4056, rating=4.813485622406006), Row(user=4264, rating=4.5524773597717285), Row(user=2195, rating=4.5131378173828125), Row(user=2697, rating=4.512369632720947), Row(user=5697, rating=4.507621765136719), Row(user=4690, rating=4.486913204193115), Row(user=5258, rating=4.469327449798584), Row(user=5188, rating=4.462366580963135), Row(user=2066, rating=4.416263103485107), Row(user=2441, rating=4.407442092895508)]"
2537,"[Row(user=2364, rating=4.3516950607299805), Row(user=3061, rating=4.249505043029785), Row(user=2697, rating=4.212859630584717), Row(user=3902, rating=4.127519607543945), Row(user=5188, rating=4.066594123840332), Row(user=1310, rating=4.038751125335693), Row(user=4583, rating=4.011161804199219), Row(user=3960, rating=3.9759676456451416), Row(user=4145, rating=3.957400321960449), Row(user=2155, rating=3.9487016201019287)]"
2597,"[Row(user=5783, rating=5.724186897277832), Row(user=421, rating=5.515223026275635), Row(user=4143, rating=5.452916622161865), Row(user=101, rating=5.420295715332031), Row(user=5973, rating=5.411437034606934), Row(user=3979, rating=5.312930107116699), Row(user=5668, rating=5.10640287399292), Row(user=898, rating=5.079509735107422), Row(user=1319, rating=4.981518745422363), Row(user=1070, rating=4.960090637207031)]"
2877,"[Row(user=5297, rating=5.387537956237793), Row(user=491, rating=5.25920295715332), Row(user=2534, rating=5.2045512199401855), Row(user=5004, rating=5.200369834899902), Row(user=1416, rating=5.117741107940674), Row(user=207, rating=5.092371463775635), Row(user=5758, rating=5.079151630401611), Row(user=4549, rating=5.025350570678711), Row(user=599, rating=4.996725082397461), Row(user=5560, rating=4.996005058288574)]"
1749,"[Row(user=206, rating=8.835275650024414), Row(user=5697, rating=8.692546844482422), Row(user=2735, rating=8.327835083007812), Row(user=1198, rating=8.193073272705078), Row(user=2195, rating=8.138565063476562), Row(user=4703, rating=7.971625328063965), Row(user=3448, rating=7.8581342697143555), Row(user=1056, rating=7.784214019775391), Row(user=2875, rating=7.759223937988281), Row(user=5760, rating=7.611600875854492)]"
2879,"[Row(user=5973, rating=5.036552429199219), Row(user=283, rating=5.001153945922852), Row(user=5072, rating=4.754767417907715), Row(user=3657, rating=4.725559234619141), Row(user=4143, rating=4.704309463500977), Row(user=878, rating=4.669776916503906), Row(user=3298, rating=4.641386985778809), Row(user=5783, rating=4.629431247711182), Row(user=2867, rating=4.604240417480469), Row(user=430, rating=4.585806846618652)]"
3509,"[Row(user=2560, rating=5.989109992980957), Row(user=4383, rating=5.959707260131836), Row(user=1813, rating=5.925778388977051), Row(user=540, rating=5.862669944763184), Row(user=491, rating=5.7074384689331055), Row(user=2202, rating=5.619675636291504), Row(user=4441, rating=5.52650260925293), Row(user=532, rating=5.4062347412109375), Row(user=3235, rating=5.403650283813477), Row(user=144, rating=5.387075424194336)]"
3549,"[Row(user=4676, rating=6.68359375), Row(user=5810, rating=6.5333333015441895), Row(user=1213, rating=6.502560615539551), Row(user=3657, rating=6.1356730461120605), Row(user=283, rating=6.109767436981201), Row(user=5297, rating=6.043000221252441), Row(user=5590, rating=5.970810413360596), Row(user=4244, rating=5.961137771606445), Row(user=4565, rating=5.738353252410889), Row(user=4441, rating=5.71543550491333)]"
2831,"[Row(user=421, rating=6.694714069366455), Row(user=101, rating=6.677931308746338), Row(user=4143, rating=6.646651744842529), Row(user=5783, rating=6.436382293701172), Row(user=5973, rating=6.425690174102783), Row(user=3979, rating=6.421142578125), Row(user=2867, rating=6.417881488800049), Row(user=898, rating=6.205545425415039), Row(user=5668, rating=6.130530834197998), Row(user=2441, rating=6.104984283447266)]"
1783,"[Row(user=527, rating=5.724056243896484), Row(user=4228, rating=5.608204364776611), Row(user=4145, rating=5.396427631378174), Row(user=5983, rating=5.3637471199035645), Row(user=3902, rating=5.315052032470703), Row(user=2449, rating=5.31397008895874), Row(user=3061, rating=5.239826679229736), Row(user=2534, rating=5.228815078735352), Row(user=2141, rating=5.142068862915039), Row(user=5560, rating=5.117040634155273)]"
3413,"[Row(user=4056, rating=13.059338569641113), Row(user=2364, rating=12.665801048278809), Row(user=2697, rating=12.288918495178223), Row(user=2618, rating=12.152013778686523), Row(user=1310, rating=12.101432800292969), Row(user=2066, rating=11.969810485839844), Row(user=5606, rating=11.884106636047363), Row(user=3061, rating=11.716168403625488), Row(user=2045, rating=11.653297424316406), Row(user=5258, rating=11.45336627960205)]"
3893,"[Row(user=2640, rating=5.0658416748046875), Row(user=283, rating=4.945233345031738), Row(user=4441, rating=4.8673224449157715), Row(user=5122, rating=4.845853328704834), Row(user=5297, rating=4.792807579040527), Row(user=1929, rating=4.789419174194336), Row(user=1557, rating=4.736082077026367), Row(user=1213, rating=4.73273229598999), Row(user=3657, rating=4.7293596267700195), Row(user=4244, rating=4.724780559539795)]"
867,"[Row(user=5297, rating=5.173077583312988), Row(user=527, rating=5.11482572555542), Row(user=1213, rating=4.985824108123779), Row(user=2364, rating=4.877326011657715), Row(user=5983, rating=4.802653789520264), Row(user=423, rating=4.765824794769287), Row(user=2524, rating=4.691093921661377), Row(user=283, rating=4.6764631271362305), Row(user=3061, rating=4.660409450531006), Row(user=3902, rating=4.625357627868652)]"
1627,"[Row(user=2449, rating=6.001772880554199), Row(user=2534, rating=5.922494411468506), Row(user=491, rating=5.918241500854492), Row(user=5004, rating=5.8708930015563965), Row(user=1918, rating=5.643611431121826), Row(user=468, rating=5.637495040893555), Row(user=599, rating=5.607686996459961), Row(user=1416, rating=5.606466293334961), Row(user=1102, rating=5.499034404754639), Row(user=89, rating=5.480814456939697)]"
3557,"[Row(user=527, rating=5.414452075958252), Row(user=4228, rating=5.202763557434082), Row(user=5983, rating=5.150566101074219), Row(user=2534, rating=5.038292407989502), Row(user=2449, rating=4.937168121337891), Row(user=4145, rating=4.920594215393066), Row(user=2141, rating=4.903420448303223), Row(user=5004, rating=4.891021728515625), Row(user=5560, rating=4.8822150230407715), Row(user=833, rating=4.851663112640381)]"
3659,"[Row(user=2449, rating=6.763589382171631), Row(user=4228, rating=6.6592912673950195), Row(user=3448, rating=6.516304969787598), Row(user=1754, rating=6.377355098724365), Row(user=468, rating=6.368213176727295), Row(user=2534, rating=6.355659008026123), Row(user=5004, rating=6.310179233551025), Row(user=1918, rating=6.296323299407959), Row(user=1102, rating=6.24827766418457), Row(user=440, rating=6.154392242431641)]"
1130,"[Row(user=3448, rating=5.873842239379883), Row(user=4228, rating=5.639581203460693), Row(user=1157, rating=5.579494476318359), Row(user=527, rating=5.5630669593811035), Row(user=141, rating=5.4949140548706055), Row(user=2735, rating=5.4596076011657715), Row(user=2755, rating=5.364225387573242), Row(user=1754, rating=5.356043815612793), Row(user=2867, rating=5.274092674255371), Row(user=5372, rating=5.2291741371154785)]"
1410,"[Row(user=5297, rating=6.277590274810791), Row(user=4441, rating=6.275284290313721), Row(user=2560, rating=6.064974308013916), Row(user=1213, rating=5.88795280456543), Row(user=5325, rating=5.440675258636475), Row(user=5122, rating=5.41591739654541), Row(user=3330, rating=5.381711959838867), Row(user=2618, rating=5.366955757141113), Row(user=144, rating=5.21608304977417), Row(user=484, rating=5.198338031768799)]"
2040,"[Row(user=527, rating=5.358917713165283), Row(user=283, rating=5.2021026611328125), Row(user=1213, rating=5.193021297454834), Row(user=4143, rating=5.106126308441162), Row(user=5590, rating=5.03779411315918), Row(user=5810, rating=4.999459743499756), Row(user=3902, rating=4.9400811195373535), Row(user=898, rating=4.8805742263793945), Row(user=101, rating=4.840153217315674), Row(user=3657, rating=4.8270745277404785)]"
3890,"[Row(user=283, rating=4.127435684204102), Row(user=2339, rating=4.103775978088379), Row(user=3296, rating=4.059437274932861), Row(user=3787, rating=4.0222649574279785), Row(user=4175, rating=3.9577481746673584), Row(user=5984, rating=3.9446542263031006), Row(user=399, rating=3.9296302795410156), Row(user=2363, rating=3.9040307998657227), Row(user=1856, rating=3.8857927322387695), Row(user=2163, rating=3.8812220096588135)]"
2292,"[Row(user=4441, rating=6.440016746520996), Row(user=5901, rating=6.333941459655762), Row(user=4676, rating=5.9697370529174805), Row(user=1213, rating=5.763028144836426), Row(user=1657, rating=5.481463432312012), Row(user=5603, rating=5.3816447257995605), Row(user=4751, rating=5.378624439239502), Row(user=5119, rating=5.36901330947876), Row(user=5122, rating=5.255486488342285), Row(user=5325, rating=5.242583274841309)]"
2852,"[Row(user=283, rating=5.508388996124268), Row(user=3657, rating=5.207925796508789), Row(user=2339, rating=5.166377544403076), Row(user=3296, rating=5.162153720855713), Row(user=5297, rating=5.015103816986084), Row(user=5984, rating=5.0011372566223145), Row(user=399, rating=4.999011516571045), Row(user=1856, rating=4.987250328063965), Row(user=4175, rating=4.978097438812256), Row(user=597, rating=4.96864128112793)]"
1934,"[Row(user=5810, rating=7.260793209075928), Row(user=4676, rating=6.7826080322265625), Row(user=3657, rating=6.4250078201293945), Row(user=745, rating=6.286991119384766), Row(user=5590, rating=6.247870922088623), Row(user=527, rating=6.215809345245361), Row(user=283, rating=6.106978416442871), Row(user=878, rating=6.054694175720215), Row(user=3275, rating=5.947378635406494), Row(user=1213, rating=5.924285888671875)]"
1646,"[Row(user=5783, rating=4.710811138153076), Row(user=5973, rating=4.697017669677734), Row(user=283, rating=4.6509270668029785), Row(user=4143, rating=4.618248462677002), Row(user=1213, rating=4.54057502746582), Row(user=101, rating=4.4782185554504395), Row(user=5072, rating=4.449069976806641), Row(user=898, rating=4.380228519439697), Row(user=430, rating=4.353888034820557), Row(user=3902, rating=4.319448471069336)]"
1956,"[Row(user=3657, rating=5.449765205383301), Row(user=1341, rating=5.344291687011719), Row(user=5810, rating=5.2904744148254395), Row(user=2107, rating=5.247140884399414), Row(user=283, rating=5.21744441986084), Row(user=2640, rating=5.1915130615234375), Row(user=882, rating=5.144619464874268), Row(user=597, rating=5.115360736846924), Row(user=1557, rating=5.111179828643799), Row(user=1371, rating=5.1103515625)]"
308,"[Row(user=491, rating=7.201685905456543), Row(user=2673, rating=6.927626132965088), Row(user=144, rating=6.5870041847229), Row(user=784, rating=6.516166687011719), Row(user=1929, rating=6.501209735870361), Row(user=4383, rating=6.439748287200928), Row(user=5467, rating=6.424959659576416), Row(user=4244, rating=6.3081841468811035), Row(user=5297, rating=6.305100440979004), Row(user=2640, rating=6.2933759689331055)]"
328,"[Row(user=2867, rating=5.46499490737915), Row(user=1157, rating=5.382699012756348), Row(user=5400, rating=5.300759315490723), Row(user=3448, rating=5.2735466957092285), Row(user=141, rating=5.257749557495117), Row(user=527, rating=5.24454927444458), Row(user=4228, rating=5.204023838043213), Row(user=2441, rating=5.1682281494140625), Row(user=2735, rating=5.1601738929748535), Row(user=5372, rating=5.074282646179199)]"
2161,"[Row(user=283, rating=5.904755115509033), Row(user=5810, rating=5.8721771240234375), Row(user=527, rating=5.779075622558594), Row(user=4143, rating=5.701753616333008), Row(user=3657, rating=5.701175689697266), Row(user=1213, rating=5.7011518478393555), Row(user=4676, rating=5.663392543792725), Row(user=5973, rating=5.582271575927734), Row(user=5590, rating=5.54799222946167), Row(user=878, rating=5.4940571784973145)]"
2391,"[Row(user=4175, rating=5.046052932739258), Row(user=491, rating=5.002335071563721), Row(user=784, rating=4.973828315734863), Row(user=1341, rating=4.96550178527832), Row(user=2339, rating=4.9330058097839355), Row(user=3787, rating=4.927687644958496), Row(user=5984, rating=4.901432037353516), Row(user=5022, rating=4.882545471191406), Row(user=3296, rating=4.862234592437744), Row(user=2527, rating=4.857588768005371)]"
20,"[Row(user=4145, rating=4.752442836761475), Row(user=2449, rating=4.719571590423584), Row(user=89, rating=4.703985214233398), Row(user=5188, rating=4.67026948928833), Row(user=4264, rating=4.561583042144775), Row(user=2534, rating=4.544519424438477), Row(user=4549, rating=4.5219855308532715), Row(user=3061, rating=4.496367454528809), Row(user=2364, rating=4.453396797180176), Row(user=2339, rating=4.431506156921387)]"
40,"[Row(user=491, rating=6.442507266998291), Row(user=784, rating=6.1740875244140625), Row(user=4383, rating=6.125024795532227), Row(user=4703, rating=6.0571088790893555), Row(user=2981, rating=5.96327018737793), Row(user=3235, rating=5.816201210021973), Row(user=3787, rating=5.813263893127441), Row(user=168, rating=5.801565170288086), Row(user=532, rating=5.789161682128906), Row(user=2527, rating=5.743918418884277)]"
470,"[Row(user=5297, rating=4.212479591369629), Row(user=1213, rating=4.08175802230835), Row(user=2364, rating=4.024020195007324), Row(user=2618, rating=3.9620532989501953), Row(user=4441, rating=3.9192724227905273), Row(user=5606, rating=3.787036180496216), Row(user=1310, rating=3.765876293182373), Row(user=283, rating=3.6781978607177734), Row(user=2560, rating=3.6754343509674072), Row(user=2502, rating=3.654331922531128)]"
164,"[Row(user=3657, rating=4.951785087585449), Row(user=5810, rating=4.937525749206543), Row(user=283, rating=4.809816837310791), Row(user=2755, rating=4.722556114196777), Row(user=527, rating=4.65351676940918), Row(user=2107, rating=4.634058952331543), Row(user=5758, rating=4.610803604125977), Row(user=4244, rating=4.6030592918396), Row(user=5069, rating=4.6018967628479), Row(user=1256, rating=4.5934600830078125)]"
3314,"[Row(user=2618, rating=6.673343658447266), Row(user=2560, rating=6.357461452484131), Row(user=2364, rating=6.345266819000244), Row(user=4441, rating=6.329232692718506), Row(user=5297, rating=6.2884674072265625), Row(user=5606, rating=6.19652795791626), Row(user=1213, rating=6.044916152954102), Row(user=1319, rating=6.035643100738525), Row(user=1310, rating=6.012317657470703), Row(user=4778, rating=6.003267288208008)]"
1636,"[Row(user=2560, rating=12.639408111572266), Row(user=2618, rating=12.556875228881836), Row(user=4441, rating=12.299375534057617), Row(user=4056, rating=11.299976348876953), Row(user=5297, rating=11.228696823120117), Row(user=5606, rating=10.786110877990723), Row(user=5325, rating=10.780373573303223), Row(user=484, rating=10.528642654418945), Row(user=2364, rating=10.417222023010254), Row(user=1213, rating=10.280153274536133)]"
2686,"[Row(user=2640, rating=5.637791633605957), Row(user=283, rating=5.540828704833984), Row(user=1341, rating=5.458703994750977), Row(user=5122, rating=5.454037189483643), Row(user=4441, rating=5.437296390533447), Row(user=3235, rating=5.352631568908691), Row(user=5901, rating=5.309200286865234), Row(user=1670, rating=5.294416427612305), Row(user=5072, rating=5.285602569580078), Row(user=3657, rating=5.276865005493164)]"
1275,"[Row(user=2867, rating=5.344686031341553), Row(user=2441, rating=5.211800575256348), Row(user=5400, rating=5.1600446701049805), Row(user=3772, rating=5.13515567779541), Row(user=1856, rating=5.083170413970947), Row(user=210, rating=5.07278299331665), Row(user=5672, rating=5.045782566070557), Row(user=3296, rating=5.016058444976807), Row(user=2363, rating=5.003403186798096), Row(user=2694, rating=4.997163772583008)]"
3115,"[Row(user=1213, rating=6.024936676025391), Row(user=5810, rating=5.96271276473999), Row(user=5297, rating=5.837814807891846), Row(user=5590, rating=5.7554240226745605), Row(user=4676, rating=5.634283542633057), Row(user=283, rating=5.6005120277404785), Row(user=527, rating=5.571714401245117), Row(user=3657, rating=5.428214073181152), Row(user=4244, rating=5.355721473693848), Row(user=5983, rating=5.198740482330322)]"
3415,"[Row(user=2673, rating=6.856960296630859), Row(user=4244, rating=6.783680438995361), Row(user=5810, rating=6.727698802947998), Row(user=2479, rating=6.694472789764404), Row(user=5069, rating=6.631278991699219), Row(user=4110, rating=6.597144603729248), Row(user=2640, rating=6.536809921264648), Row(user=1256, rating=6.522119045257568), Row(user=3545, rating=6.515843391418457), Row(user=1363, rating=6.506028175354004)]"
3925,"[Row(user=4676, rating=7.539287090301514), Row(user=5810, rating=7.084251403808594), Row(user=5119, rating=6.6936116218566895), Row(user=4244, rating=6.517783164978027), Row(user=3702, rating=6.387422561645508), Row(user=1213, rating=6.376873016357422), Row(user=2640, rating=6.349084377288818), Row(user=1929, rating=6.252617835998535), Row(user=4110, rating=6.242372035980225), Row(user=3657, rating=6.161165237426758)]"
1988,"[Row(user=4228, rating=5.464264869689941), Row(user=527, rating=5.2383646965026855), Row(user=1102, rating=4.896938323974609), Row(user=1756, rating=4.780386447906494), Row(user=2449, rating=4.77194356918335), Row(user=5983, rating=4.771877765655518), Row(user=4145, rating=4.609371185302734), Row(user=1754, rating=4.532804012298584), Row(user=3448, rating=4.443655490875244), Row(user=4583, rating=4.432560443878174)]"
3708,"[Row(user=527, rating=5.302804946899414), Row(user=4228, rating=5.135132312774658), Row(user=4145, rating=5.100794315338135), Row(user=3902, rating=5.053494453430176), Row(user=5983, rating=5.023562908172607), Row(user=2534, rating=5.007879257202148), Row(user=2449, rating=4.986257553100586), Row(user=3061, rating=4.969755172729492), Row(user=5560, rating=4.947039604187012), Row(user=5188, rating=4.929012775421143)]"
1997,"[Row(user=3448, rating=6.877669334411621), Row(user=2735, rating=6.227608680725098), Row(user=2755, rating=6.183409690856934), Row(user=1754, rating=6.158541202545166), Row(user=1157, rating=6.013059616088867), Row(user=2434, rating=5.988152503967285), Row(user=3373, rating=5.975523471832275), Row(user=4228, rating=5.9745097160339355), Row(user=527, rating=5.8746137619018555), Row(user=538, rating=5.829548358917236)]"
2577,"[Row(user=4676, rating=7.046004295349121), Row(user=5810, rating=6.645722389221191), Row(user=1213, rating=5.988010406494141), Row(user=5590, rating=5.76931619644165), Row(user=3657, rating=5.741645812988281), Row(user=5119, rating=5.713630676269531), Row(user=4244, rating=5.707930564880371), Row(user=3702, rating=5.568177700042725), Row(user=1967, rating=5.53662633895874), Row(user=2640, rating=5.4760308265686035)]"
3167,"[Row(user=468, rating=6.022438049316406), Row(user=1918, rating=5.7881293296813965), Row(user=5004, rating=5.740134239196777), Row(user=1927, rating=5.71778678894043), Row(user=5758, rating=5.699776649475098), Row(user=491, rating=5.638260841369629), Row(user=3714, rating=5.6273603439331055), Row(user=74, rating=5.615363121032715), Row(user=599, rating=5.608671188354492), Row(user=417, rating=5.573667526245117)]"
3667,"[Row(user=527, rating=4.565821647644043), Row(user=4143, rating=4.247182846069336), Row(user=2867, rating=4.205955982208252), Row(user=4231, rating=4.199123382568359), Row(user=101, rating=4.156830787658691), Row(user=1756, rating=4.156804084777832), Row(user=141, rating=4.154993057250977), Row(user=2428, rating=4.118746280670166), Row(user=46, rating=4.069182872772217), Row(user=246, rating=4.065012454986572)]"
429,"[Row(user=745, rating=5.4470672607421875), Row(user=2431, rating=5.299444675445557), Row(user=4493, rating=5.252514362335205), Row(user=1553, rating=5.204007625579834), Row(user=2908, rating=5.107719421386719), Row(user=4143, rating=5.090953826904297), Row(user=1394, rating=4.930833339691162), Row(user=3275, rating=4.880945205688477), Row(user=800, rating=4.873183727264404), Row(user=254, rating=4.839724540710449)]"
839,"[Row(user=5297, rating=5.3265790939331055), Row(user=2560, rating=5.172977924346924), Row(user=2618, rating=5.037478446960449), Row(user=4441, rating=4.982314586639404), Row(user=2364, rating=4.893526554107666), Row(user=484, rating=4.8324198722839355), Row(user=4549, rating=4.829145908355713), Row(user=1213, rating=4.8033623695373535), Row(user=4056, rating=4.792083263397217), Row(user=5606, rating=4.628358840942383)]"
500,"[Row(user=283, rating=5.601598262786865), Row(user=3902, rating=5.448619842529297), Row(user=2364, rating=5.329034805297852), Row(user=527, rating=5.27603006362915), Row(user=1213, rating=5.246694087982178), Row(user=5297, rating=5.234626293182373), Row(user=101, rating=5.189611911773682), Row(user=2697, rating=5.158070087432861), Row(user=4801, rating=5.1428375244140625), Row(user=2867, rating=5.124407768249512)]"
1171,"[Row(user=1341, rating=5.3075385093688965), Row(user=2640, rating=5.222443580627441), Row(user=3235, rating=5.200992584228516), Row(user=5529, rating=5.004566192626953), Row(user=784, rating=4.961643218994141), Row(user=532, rating=4.958661079406738), Row(user=2981, rating=4.956233024597168), Row(user=5901, rating=4.954237937927246), Row(user=4427, rating=4.902743339538574), Row(user=4175, rating=4.862277984619141)]"
2351,"[Row(user=5810, rating=6.153534889221191), Row(user=4244, rating=6.125619888305664), Row(user=5069, rating=6.101635456085205), Row(user=2479, rating=6.076132774353027), Row(user=2673, rating=6.044373035430908), Row(user=1256, rating=6.011113166809082), Row(user=207, rating=5.919258117675781), Row(user=5758, rating=5.8634514808654785), Row(user=2640, rating=5.842857837677002), Row(user=3657, rating=5.841219902038574)]"
3764,"[Row(user=2364, rating=4.443078517913818), Row(user=283, rating=4.411523342132568), Row(user=3902, rating=4.3406901359558105), Row(user=2697, rating=4.275884628295898), Row(user=5297, rating=4.223538398742676), Row(user=3960, rating=4.1864914894104), Row(user=5072, rating=4.177763938903809), Row(user=101, rating=4.158690929412842), Row(user=1310, rating=4.15106201171875), Row(user=4068, rating=4.149317264556885)]"
2326,"[Row(user=5297, rating=9.397696495056152), Row(user=1213, rating=9.20047664642334), Row(user=4441, rating=8.909425735473633), Row(user=2502, rating=7.800846099853516), Row(user=2364, rating=7.785984516143799), Row(user=2560, rating=7.757688522338867), Row(user=2618, rating=7.757251262664795), Row(user=5325, rating=7.614049434661865), Row(user=5122, rating=7.438930034637451), Row(user=283, rating=7.4262309074401855)]"
