,movieId,title,genres,avg_rating
5552,5663,Below (2002),Horror,3.05
5553,5664,Brown Sugar (2002),Romance,3.12
5554,5665,Knockaround Guys (2002),Action|Comedy|Crime,2.89
5555,5666,"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller,3.28
5556,5667,Tuck Everlasting (2002),Drama|Fantasy,3.19
5557,5668,White Oleander (2002),Drama,3.49
5558,5669,Bowling for Columbine (2002),Documentary,3.71
5559,5670,Comedian (2002),Comedy|Documentary,3.57
5560,5671,"On Guard (Bossu, Le) (1997)",Adventure|Drama,3.38
5561,5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Animation|Children|Fantasy,1.41
5562,5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,3.55
5563,5674,Safe Conduct (Laissez-Passer) (2002),Drama|War,2.82
5564,5675,Swept Away (2002),Comedy|Romance,1.79
5565,5676,"Young Unknowns, The (2000)",Drama,2.63
5566,5677,Abandon (2002),Drama|Thriller,2.59
5567,5678,Formula 51 (2001),Action|Comedy|Crime|Thriller,2.98
5568,5679,"Ring, The (2002)",Horror|Mystery|Thriller,3.35
5569,5680,Auto Focus (2002),Crime|Drama,3.24
5570,5681,Fidel (2001),Documentary,3.31
5571,5682,"Grey Zone, The (2001)",Drama,3.58
5572,5683,Hansel & Gretel (2002),Children|Fantasy,2.43
5573,5684,Naqoyqatsi (2002),Documentary,3.28
5574,5685,Real Women Have Curves (2002),Comedy|Drama,3.54
5575,5686,Russian Ark (Russkiy Kovcheg) (2002),Drama|Fantasy|War,3.34
5576,5687,Take Care of My Cat (Goyangileul butaghae) (2001),Drama,3.43
5577,5688,Tully (2000),Drama,3.58
5578,5689,Billy Bathgate (1991),Crime|Drama,2.92
5579,5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,4.1
5580,5691,Jason Goes to Hell: The Final Friday (1993),Action|Horror,2.08
5581,5692,"Mechanic, The (1972)",Action|Thriller,3.43
5582,5693,Saturday Night Fever (1977),Comedy|Drama|Romance,3.27
5583,5694,Staying Alive (1983),Comedy|Drama|Musical,2.2
5584,5695,To the Devil a Daughter (1976),Fantasy|Horror|Mystery,2.71
5585,5696,Urban Cowboy (1980),Drama,3.09
5586,5697,Terror Train (1980),Horror,2.6
5587,5698,Times Square (1980),Drama,3.48
5588,5699,Tom Horn (1980),Western,3.26
5589,5700,The Pumaman (1980),Action|Adventure|Fantasy|Sci-Fi,1.49
5590,5701,Up the Academy (1980),Comedy,1.69
5591,5702,"When Time Ran Out... (Day the World Ended, The) (1980)",Action|Adventure,2.23
5592,5703,Wholly Moses (1980),Comedy,2.38
5593,5704,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),Horror|Sci-Fi,2.43
5594,5705,Xanadu (1980),Fantasy|Musical|Romance,2.46
5595,5706,...All the Marbles (1981),Comedy|Drama,2.5
5596,5707,Absence of Malice (1981),Drama|Romance,3.59
5597,5708,All Night Long (1981),Comedy|Drama,2.6
5598,5709,"Amateur, The (1981)",Crime|Thriller,3.1
5599,5710,Banana Joe (1981),Comedy,2.82
5600,5711,Marianne & Juliane (Die Bleierne Zeit) (1981),Drama,3.29
5601,5712,Blow Out (1981),Mystery|Thriller,3.57
5602,5713,The Boogens (1981),Horror,2.5
5603,5714,Buddy Buddy (1981),Comedy,2.8
5604,5715,"Burning, The (1981)",Horror,2.94
5605,5716,Butterfly (1982),Drama,2.4
5606,5717,Make Them Die Slowly (Cannibal Ferox) (1981),Horror,2.5
5607,5718,Carbon Copy (1981),Comedy,2.28
5608,5719,Charlie Chan and the Curse of the Dragon Queen (1981),Comedy|Mystery,2.47
5609,5721,"Chosen, The (1981)",Drama,3.81
5610,5722,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)",Comedy,3.67
5611,5723,Continental Divide (1981),Comedy|Romance,3.15
5612,5724,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)",Comedy|Horror|Musical|Sci-Fi,1.71
5613,5725,Man of Iron (Czlowiek z Zelaza) (1981),Drama|Romance,3.37
5614,5726,Dead & Buried (1981),Horror,3.26
5615,5727,Deadly Blessing (1981),Horror,2.7
5616,5728,Death Hunt (1981),Action|Adventure|Crime|Thriller,3.14
5617,5729,Endless Love (1981),Drama|Romance,2.14
5618,5730,Enter the Ninja (a.k.a. Ninja I) (1981),Action|Drama,2.54
5619,5731,"Entity, The (1981)",Horror,3.07
5620,5732,Eye of the Needle (1981),Thriller,3.72
5621,5733,"Eyewitness (Janitor, The) (1981)",Thriller,3.16
5622,5734,Faces of Death 2 (1981),Documentary|Horror,1.6
5623,5735,Faces of Death (1978),Documentary|Horror,1.96
5624,5736,Faces of Death 3 (1985),Documentary|Horror,1.48
5625,5737,Faces of Death 4 (1990),Documentary|Horror,1.38
5626,5738,Faces of Death 5 (1996),Documentary|Horror,1.33
5627,5739,Faces of Death 6 (1996),Documentary|Horror,1.27
5628,5740,Faces of Death: Fact or Fiction? (1999),Documentary|Horror,1.38
5629,5741,"Woman Next Door, The (Femme d'à côté, La) (1981)",Drama|Romance,3.41
5630,5742,First Monday in October (1981),Comedy|Drama,3.01
5631,5743,"Fort Apache, the Bronx (1981)",Action|Drama,3.21
5632,5744,Four Friends (a.k.a. Georgia's Friends) (1981),Drama,3.33
5633,5745,"Four Seasons, The (1981)",Comedy|Drama,3.47
5634,5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi,2.41
5635,5747,Gallipoli (1981),Drama|War,3.84
5636,5748,"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)",Crime|Drama,3.51
5637,5749,Ghost Story (1981),Drama|Horror,3.14
5638,5750,Going Ape! (1981),Comedy,2.29
5639,5751,Goodbye Pork Pie (1981),Action|Adventure|Drama,3.26
5640,5752,Gregory's Girl (1981),Comedy|Romance,3.77
5641,5753,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981),Comedy,2.61
5642,5754,"Hand, The (1981)",Drama|Horror,2.39
5643,5755,Happy Birthday to Me (1981),Horror|Mystery,2.42
5644,5756,Heartbeeps (1981),Comedy|Sci-Fi,2.34
5645,5757,History of Kim Skov (Historien om Kim Skov) (1981),Documentary|Drama,1.33
5646,5758,Horror Planet (a.k.a. Inseminoid) (1981),Action|Drama|Horror|Sci-Fi,1.89
5647,5759,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)",Comedy|Drama,3.39
5648,5760,Lady Chatterley's Lover (1981),Drama|Romance,2.83
5649,5761,"Legend of the Lone Ranger, The (1981)",Western,2.46
5650,5762,Lili Marleen (1981),Drama,3.31
5651,5763,Lola (1981),Drama,3.65
5652,5764,Looker (1981),Drama|Horror|Sci-Fi|Thriller,3.03
5653,5765,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation|Children|Comedy,3.29
5654,5766,Madman (1981),Horror,2.28
5655,5767,Teddy Bear (Mis) (1981),Comedy|Crime,3.85
5656,5768,Modern Problems (1981),Comedy|Fantasy,2.6
5657,5769,Modern Romance (1981),Comedy|Romance,3.6
5658,5770,Ms. 45 (a.k.a. Angel of Vengeance) (1981),Crime|Drama,3.29
5659,5771,My Bloody Valentine (1981),Drama|Horror|Thriller,2.68
5660,5772,My Dinner with André (1981),Drama,3.85
5661,5773,Neighbors (1981),Comedy,2.68
5662,5774,Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),Horror|Sci-Fi,2.26
5663,5775,"Night the Lights Went Out in Georgia, The (1981)",Drama,2.38
5664,5776,Only When I Laugh (1981),Comedy|Drama,2.98
5665,5777,Pennies from Heaven (1981),Musical|Romance,3.22
5666,5778,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Horror|Mystery|Thriller,2.97
5667,5779,Piranha II: The Spawning (1981),Horror|Sci-Fi,1.73
5668,5780,Polyester (1981),Comedy,3.59
5669,5781,Private Lessons (1981),Comedy,2.5
5670,5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,4.05
5671,5783,Derrida (2002),Documentary,3.45
5672,5784,Ghost Ship (2002),Horror,2.61
5673,5785,Jackass: The Movie (2002),Action|Comedy|Documentary,2.89
5674,5786,Paid in Full (2002),Action|Drama,3.49
5675,5787,"Truth About Charlie, The (2002)",Mystery|Thriller,2.63
5676,5788,All or Nothing (2002),Drama,3.66
5677,5789,All the Queen's Men (2001),Comedy|War,2.68
5678,5790,Food of Love (Manjar de Amor) (2002),Drama,2.76
5679,5791,Frida (2002),Drama|Romance,3.74
5680,5792,Roger Dodger (2002),Comedy|Drama,3.55
5681,5793,Time Changer (2002),Drama|Sci-Fi,2.69
5682,5794,Good Work (Beau travail) (1999),Drama,3.55
5683,5795,"Big Knife, The (1955)",Film-Noir,3.58
5684,5796,Casino Royale (1967),Action|Adventure|Comedy,2.85
5685,5797,"Company of Wolves, The (1984)",Fantasy|Horror,3.42
5686,5798,Escanaba in da Moonlight (2001),Comedy,3.06
5687,5799,Exodus (1960),Drama|Romance|War,3.63
5688,5800,How to Murder Your Wife (1965),Comedy,3.44
5689,5801,"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy|War,3.55
5690,5802,"World of Henry Orient, The (1964)",Comedy,3.52
5691,5803,I Spy (2002),Action|Adventure|Comedy|Crime,2.75
5692,5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,2.68
5693,5805,Besotted (2001),Drama,0.5
5694,5806,Blackboards (Takhté Siah) (2000),Drama,3.15
5695,5807,Love In the Time of Money (2002),Comedy|Drama|Romance,2.24
5696,5808,"Weight of Water, The (2000)",Thriller,2.89
5697,5809,Femme Fatale (2002),Crime|Thriller,3.15
5698,5810,8 Mile (2002),Drama,3.29
5699,5811,Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001),Documentary|Musical,3.55
5700,5812,Far from Heaven (2002),Drama|Romance,3.69
5701,5813,"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)",Comedy|Romance,2.65
5702,5814,"Rising Place, The (2002)",Drama,4.13
5703,5815,Half Past Dead (2002),Action|Crime|Thriller,2.33
5704,5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,3.64
5705,5817,Ararat (2002),Drama|War,3.45
5706,5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama|Romance,3.38
5707,5819,Interview with the Assassin (2002),Drama,3.22
5708,5820,Standing in the Shadows of Motown (2002),Documentary|Musical,3.85
5709,5821,"Way Home, The (Jibeuro) (2002)",Drama,3.56
5710,5822,Mutant Action (Acción Mutante) (1993),Action|Comedy|Sci-Fi,2.75
5711,5823,Eyes of an Angel (1991),Drama,2.86
5712,5824,Liberty Stands Still (2002),Action|Drama|Thriller,2.76
5713,5825,"Life and Death of Colonel Blimp, The (1943)",Drama|Romance|War,4.0
5714,5826,Rio Grande (1950),Romance|Western,3.59
5715,5827,"Young Americans, The (1993)",Crime|Drama,2.58
5716,5828,Blackrock (1997),Drama|Thriller,3.35
5717,5829,Men with Brooms (2002),Comedy|Drama|Romance,3.13
5718,5830,Mysterious Island (1961),Adventure|Sci-Fi,3.48
5719,5831,Soul Assassin (2001),Action|Crime|Thriller,2.7
5720,5832,Left Behind II: Tribulation Force (2002),Drama,2.27
5721,5833,Dog Soldiers (2002),Action|Horror,3.33
5722,5834,Fingers (1978),Drama,3.22
5723,5835,"Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg) (1990)",Drama|War,3.11
5724,5836,Houseboat (1958),Comedy|Romance,3.39
5725,5837,Legion of the Dead (2001),Comedy|Horror,1.66
5726,5838,Madame Bovary (1991),Drama,3.22
5727,5839,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama,3.91
5728,5840,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama,3.87
5729,5841,Return to the Blue Lagoon (1991),Adventure|Romance,2.07
5730,5842,Too Beautiful for You (Trop belle pour toi) (1989),Comedy|Drama|Romance,2.93
5731,5843,Toy Soldiers (1991),Action|Drama,3.01
5732,5844,"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)",Horror,2.91
5733,5845,"Pursuit of D.B. Cooper, The (a.k.a. Pursuit) (1981)",Adventure,2.95
5734,5846,Raggedy Man (1981),Drama,3.41
5735,5847,Ragtime (1981),Drama,3.64
5736,5848,Rich and Famous (1981),Drama,2.96
5737,5849,I'm Starting From Three (Ricomincio da Tre) (1981),Comedy,3.52
5738,5850,Road Games (a.k.a. Roadgames) (1981),Thriller,3.32
5739,5851,Rollover (1981),Drama,2.63
5740,5852,Saturday the 14th (1981),Comedy|Horror,2.39
5741,5853,Scanners (1981),Horror|Sci-Fi|Thriller,3.33
5742,5854,Sharky's Machine (1981),Crime|Drama|Romance,2.94
5743,5855,Shock Treatment (1981),Comedy|Musical|Sci-Fi,2.67
5744,5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",Comedy|Drama|Romance,3.51
5745,5857,So Fine (1981),Comedy,1.99
5746,5858,"Soupe aux Choux, La (1981)",Comedy,3.21
5747,5859,Southern Comfort (1981),Drama|Thriller|War,3.38
5748,5860,Sphinx (1981),Mystery|Thriller,2.85
5749,5861,Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981),Drama,3.13
5750,5862,Student Bodies (1981),Comedy|Horror,2.68
5751,5863,Take This Job and Shove It (1981),Comedy,2.52
5752,5864,"Tarzan, the Ape Man (1981)",Adventure,2.03
5753,5865,Tattoo (1981),Drama|Thriller,2.67
5754,5866,They All Laughed (1981),Comedy,3.1
5755,5867,Thief (1981),Crime|Drama|Thriller,3.67
5756,5868,This Is Elvis (1981),Documentary|Drama|Musical,3.42
5757,5869,True Confessions (1981),Crime|Drama,3.43
5758,5870,Revolution #9 (2001),Thriller,2.71
5759,5871,Better Housekeeping (a.k.a. Good Housekeeping) (2000),Comedy|Drama,1.4
5760,5872,Die Another Day (2002),Action|Adventure|Thriller,3.09
5761,5873,The Emperor's Club (2002),Drama,3.44
5762,5874,Friday After Next (2002),Comedy,2.74
5763,5875,Personal Velocity (2002),Drama,3.46
5764,5876,"Quiet American, The (2002)",Drama|Thriller|War,3.73
5765,5877,Smokers Only (Vagón Fumador) (2001),Drama|Romance,1.63
5766,5878,Talk to Her (Hable con Ella) (2002),Drama|Romance,3.97
5767,5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation|Comedy|Musical,2.44
5768,5880,Extreme Ops (2002),Action|Adventure|Crime|Thriller,2.07
5769,5881,Solaris (2002),Drama|Romance|Sci-Fi,3.17
5770,5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX,3.46
5771,5883,They (2002),Horror|Thriller,2.51
5772,5884,Chopper Chicks in Zombietown (1989),Comedy|Horror,2.48
5773,5885,"What to Do in Case of Fire (Was tun, wenn's brennt?) (2002)",Comedy|Drama,3.31
5774,5886,I Love You Too (Ik ook Van Jou) (2001),Drama|Romance,1.96
5775,5887,Another You (1991),Comedy,2.34
5776,5888,Brother (Brat) (1997),Crime|Drama,3.85
5777,5889,"Cruel Romance, A (Zhestokij Romans) (1984)",Drama|Romance,3.72
5778,5890,Elling (2001),Comedy|Drama,3.83
5779,5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller,2.73
5780,5892,"Island at the Top of the World, The (1974)",Action|Adventure|Children,2.93
5781,5893,"Last Seduction, The (1994)",Crime|Drama|Thriller,3.75
5782,5894,"Last Seduction II, The (1999)",Crime|Drama|Thriller,1.68
5783,5895,Making Contact (a.k.a. Joey) (1985),Fantasy|Horror|Sci-Fi,2.46
5784,5896,New Waterford Girl (1999),Comedy,3.67
5785,5897,"Noah's Arc Principle, The (Arche Noah Prinzip, Das) (1984)",Sci-Fi,2.38
5786,5898,"Sword and the Sorcerer, The (1982)",Action|Adventure|Fantasy,2.91
5787,5899,Zulu (1964),Action|Drama|War,3.82
5788,5900,Analyze That (2002),Comedy|Crime,2.82
5789,5901,Empire (2002),Crime|Drama,2.77
5790,5902,Adaptation (2002),Comedy|Drama|Romance,3.84
5791,5903,Equilibrium (2002),Action|Sci-Fi|Thriller,3.73
5792,5904,My Kingdom (2001),Drama,2.44
5793,5905,Soap Girl (2002),Drama|Romance,3.5
5794,5906,It All Starts Today (Ça commence aujourd'hui) (1999),Drama,2.95
5795,5907,Medea (1970),Drama,3.69
5796,5908,Scarlet Diva (2000),Drama,2.79
5797,5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror,3.52
5798,5910,"Bolero (Uns et les autres, Les) (1981)",Drama|War,2.73
5799,5911,Urgh! A Music War (1981),Documentary,3.44
5800,5912,Hit the Bank (Vabank) (1981),Comedy|Crime,4.01
5801,5913,Warning for the Joensson Gang (Varning för Jönssonligan) (1981),Comedy|Crime,2.9
5802,5914,"Vernon, Florida (1981)",Documentary,3.8
5803,5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,3.26
5804,5916,Whose Life Is It Anyway? (1981),Drama,3.57
5805,5917,Zoot Suit (1981),Drama|Musical,3.24
5806,5918,Alone in the Dark (1982),Horror,2.41
5807,5919,Android (1982),Sci-Fi,2.85
5808,5920,"Ace of Aces (a.k.a. Super Ace, The) (As des as, L') (1982)",Adventure|Comedy,3.07
5809,5921,Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui) (1982),War,2.23
5810,5922,Attila (Attila Flagello di Dio) (1982),Action,3.04
5811,5923,Author! Author! (1982),Comedy|Drama,2.95
5812,5924,Barbarosa (1982),Western,3.07
5813,5925,"Beast Within, The (1982)",Horror,2.34
5814,5926,Best Friends (1982),Comedy|Drama|Romance,2.68
5815,5927,"Best Little Whorehouse in Texas, The (1982)",Comedy|Drama|Musical|Romance,2.7
5816,5928,"Border, The (1982)",Drama,3.13
5817,5929,"Party 2, The (Boum 2, La) (1982)",Comedy|Romance,3.11
5818,5930,Brimstone and Treacle (1982),Drama|Thriller,3.18
5819,5931,Britannia Hospital (1982),Comedy|Drama,3.08
5820,5932,Burden of Dreams (1982),Documentary,3.97
5821,5933,Cannery Row (1982),Drama,3.45
5822,5934,"Challenge, The (1982)",Action,3.33
5823,5935,Class of 1984 (1982),Action|Drama|Thriller,2.99
5824,5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)",Drama,3.59
5825,5937,Danton (1983),Drama,3.74
5826,5938,Deathtrap (1982),Comedy|Crime|Mystery|Thriller,3.6
5827,5939,"Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)",Adventure|Sci-Fi,2.3
5828,5940,Eating Raoul (1982),Comedy,3.4
5829,5941,Drumline (2002),Comedy|Drama|Musical|Romance,3.04
5830,5942,"Hot Chick, The (2002)",Comedy,2.52
5831,5943,Maid in Manhattan (2002),Comedy|Romance,2.67
5832,5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,3.15
5833,5945,About Schmidt (2002),Comedy|Drama,3.45
5834,5946,"Pellet (Bola, El) (2000)",Drama,3.08
5835,5947,Evelyn (2002),Drama,3.45
5836,5948,"Guys, The (2002)",Drama,3.25
5837,5949,Intact (Intacto) (2001),Thriller,3.58
5838,5950,"Jimmy Show, The (2002)",Comedy|Drama,2.67
5839,5951,Morvern Callar (2002),Drama,3.23
5840,5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,4.07
5841,5953,Devils on the Doorstep (Guizi lai le) (2000),Drama|War,3.18
5842,5954,25th Hour (2002),Crime|Drama,3.82
5843,5955,Antwone Fisher (2002),Drama,3.62
5844,5956,Gangs of New York (2002),Crime|Drama,3.54
5845,5957,Two Weeks Notice (2002),Comedy|Romance,3.22
5846,5958,"Wild Thornberrys Movie, The (2002)",Animation|Children|Comedy,2.8
5847,5959,Narc (2002),Crime|Drama|Thriller,3.5
5848,5960,Bad Influence (1990),Drama|Thriller,3.18
5849,5961,Blue Steel (1990),Action|Thriller,2.74
5850,5962,Body of Evidence (1993),Drama|Thriller,2.08
5851,5963,"Children's Hour, The (1961)",Drama,3.73
5852,5964,Company Business (1991),Action|Comedy,2.85
5853,5965,"Duellists, The (1977)",Action|War,3.74
5854,5966,"Kiss Before Dying, A (1956)",Film-Noir|Mystery,3.27
5855,5967,Legend of the Lost (1957),Adventure,2.67
5856,5968,Miami Blues (1990),Comedy|Crime|Drama,3.3
5857,5969,My Girl 2 (1994),Comedy|Drama|Romance,2.46
5858,5970,My Girl (1991),Comedy|Drama|Romance,3.29
5859,5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,4.15
5860,5972,"Road to Hong Kong, The (1962)",Comedy,3.1
5861,5973,Running Time (1997),Crime|Thriller,3.44
5862,5974,"Thief of Bagdad, The (1940)",Adventure|Fantasy,3.63
5863,5975,War and Peace (1956),Drama|Romance|War,3.3
5864,5976,Where Sleeping Dogs Lie (1992),Crime,2.31
5865,5977,Where's Poppa? (1970),Comedy,3.57
5866,5978,"Whistle Blower, The (1986)",Thriller,3.16
5867,5979,Attack of the Crab Monsters (1957),Horror|Sci-Fi,2.35
5868,5980,Black Christmas (1974),Horror|Mystery|Thriller,3.39
5869,5981,"Day of the Triffids, The (1962)",Horror|Sci-Fi,3.22
5870,5982,Esther Kahn (2000),Drama,2.83
5871,5983,Invaders from Mars (1953),Sci-Fi,3.3
5872,5984,"Story of O, The (Histoire d'O) (1975)",Drama|Romance,3.07
5873,5985,Asoka (Ashoka the Great) (2001),Action|Drama|Romance,2.98
5874,5986,Fat City (1972),Drama,3.69
5875,5987,"Love, Honour and Obey (2000)",Comedy|Crime|Drama,2.9
5876,5988,Quicksilver (1986),Drama,2.88
5877,5989,Catch Me If You Can (2002),Crime|Drama,3.93
5878,5990,Pinocchio (2002),Children|Comedy|Fantasy,2.61
5879,5991,Chicago (2002),Comedy|Crime|Drama|Musical,3.53
5880,5992,"Hours, The (2002)",Drama|Romance,3.68
5881,5993,Max (2002),Drama,3.35
5882,5994,Nicholas Nickleby (2002),Drama|Romance,3.56
5883,5995,"Pianist, The (2002)",Drama|War,4.05
5884,5996,Sonny (2002),Crime|Drama,2.73
5885,5997,Champagne for Caesar (1950),Comedy,3.45
5886,5998,Doppelganger (1993),Horror|Thriller,2.13
5887,5999,Heavy Metal 2000 (2000),Action|Adventure|Animation|Fantasy|Sci-Fi,2.65
5888,6000,"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)",Horror|Thriller,2.48
5889,6001,"King of Comedy, The (1983)",Comedy|Drama,3.84
5890,6002,Love Liza (2002),Drama,3.33
5891,6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,3.59
5892,6004,Abraham's Valley (Vale Abraão) (1993),Drama,3.12
5893,6005,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,3.28
5894,6006,Just Married (2003),Comedy|Romance,2.66
5895,6007,P.S. Your Cat is Dead (2002),Comedy,2.3
5896,6008,"Son, The (Le fils) (2002)",Drama,3.69
5897,6009,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller,2.99
5898,6010,Double Whammy (2001),Action|Comedy|Drama,2.75
5899,6011,Wisegirls (2002),Crime|Drama,2.83
5900,6012,"Guy Thing, A (2003)",Comedy|Romance,2.82
5901,6013,Kangaroo Jack (2003),Action|Comedy,1.9
5902,6014,National Security (2003),Action|Comedy,2.68
5903,6015,Big Shot's Funeral (Da Wan) (2001),Comedy,3.15
5904,6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,4.18
5905,6017,Divine Intervention (Yadon ilaheyya) (2002),Comedy|Drama|Romance|War,3.16
5906,6018,Kira's Reason: A Love Story (En Kærlighedshistorie) (2001),Drama,3.09
5907,6019,Above Suspicion (1995),Thriller,2.9
5908,6020,Alice Adams (1935),Comedy|Drama,3.48
5909,6021,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller,3.68
5910,6022,American Me (1992),Drama,3.42
5911,6023,Band of Outsiders (Bande à part) (1964),Comedy|Crime|Drama|Romance,3.91
5912,6024,Breaking Up (1997),Comedy|Romance,2.73
5913,6025,CB4 - The Movie (1993),Comedy,3.05
5914,6026,"Deathmaker, The (Totmacher, Der) (1995)",Crime|Drama,3.48
5915,6027,Dogfight (1991),Drama|Romance,3.71
5916,6028,"Easy Come, Easy Go (1967)",Adventure|Musical,2.35
5917,6029,Fun in Acapulco (1963),Comedy|Musical,2.74
5918,6030,Girls! Girls! Girls! (1962),Comedy|Musical,2.78
5919,6031,Imitation of Life (1959),Drama|Romance,3.72
5920,6032,"Little Romance, A (1979)",Comedy|Romance,3.74
5921,6033,Mystery Date (1991),Comedy,2.93
5922,6034,"Paradise, Hawaiian Style (1966)",Comedy|Musical,2.48
5923,6035,Pépé le Moko (1937),Crime|Drama|Romance,3.74
5924,6036,Secret Admirer (1985),Comedy|Romance,3.13
5925,6037,Summer Lovers (1982),Comedy|Drama|Romance,2.86
5926,6038,Tune in Tomorrow... (1990),Comedy|Romance,3.2
5927,6039,"Woman in Red, The (1984)",Comedy|Romance,2.75
5928,6040,Darkness Falls (2003),Horror|Thriller,2.45
5929,6041,Amen. (2002),Drama,3.64
5930,6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,3.54
5931,6043,In the Mirror of Maya Deren (Im Spiegel der Maya Deren) (2002),Documentary,2.87
5932,6044,Blind Date (1984),Horror|Thriller,2.37
5933,6045,Bullet (1996),Action|Crime|Drama,3.23
5934,6046,Claudine (1974),Drama,3.24
5935,6047,Dead Reckoning (1947),Drama|Film-Noir|Mystery,3.61
5936,6048,"Devil at 4 O'Clock, The (1961)",Drama,3.16
5937,6049,Ethan Frome (1993),Drama,2.88
5938,6050,Gus (1976),Children|Comedy,2.93
5939,6051,"Harder They Come, The (1973)",Action|Crime|Drama,3.67
5940,6052,"Horse in the Gray Flannel Suit, The (1968)",Children|Comedy,2.89
5941,6053,Krush Groove (1985),Drama|Musical,2.97
5942,6054,"Moon-Spinners, The (1964)",Children|Mystery,3.36
5943,6055,Sugar Hill (1994),Drama,2.63
5944,6056,Chaos (2001),Comedy|Crime|Drama,3.64
5945,6057,Biker Boyz (2003),Action|Crime|Drama,2.21
5946,6058,Final Destination 2 (2003),Horror|Thriller,2.9
5947,6059,"Recruit, The (2003)",Action|Thriller,3.39
5948,6060,"Guru, The (2002)",Comedy|Romance,2.73
5949,6061,Kedma (2002),Drama|War,2.21
5950,6062,Lost in La Mancha (2002),Documentary,3.67
5951,6063,May (2002),Drama|Horror,3.34
5952,6064,"Harder They Fall, The (1956)",Drama|Film-Noir,3.61
5953,6065,I'm All Right Jack (1959),Comedy,3.45
5954,6066,Murder by Decree (1979),Mystery|Thriller,3.41
5955,6067,Ordinary Decent Criminal (2000),Comedy|Crime,3.18
5956,6068,Pursued (1947),Thriller|Western,3.18
5957,6069,"Big Time Operators (Smallest Show on Earth, The) (1957)",Comedy,3.59
5958,6070,Tokyo Decadence (Topâzu) (1992),Drama,3.16
5959,6071,Two-Way Stretch (1960),Comedy|Crime,2.85
5960,6072,"Unfaithful Wife, The (Femme infidèle, La) (1969)",Drama|Thriller,3.58
5961,6073,Victim (1961),Crime|Drama,3.62
5962,6074,Endangered Species (1982),Mystery|Sci-Fi|Thriller,2.81
5963,6075,"Simple-Minded Murder, The (Enfaldige mördaren, Den) (1982)",Drama,3.59
5964,6076,Enigma (1983),Drama|Sci-Fi,3.2
5965,6077,Evil Under the Sun (1982),Crime|Drama|Mystery,3.63
5966,6078,Firefox (1982),Action|Sci-Fi|Thriller,2.96
5967,6079,Five Days One Summer (1982),Drama,2.93
